stimulus_presentation_id,area,temporal_frequency,orientation,active
31116,VISam,4.0,315.0,1
31116,VISl,4.0,315.0,0
31116,VISmma,4.0,315.0,1
31116,VISp,4.0,315.0,0
31116,VISrl,4.0,315.0,1
31117,APN,4.0,270.0,1
31117,CA1,4.0,270.0,1
31117,CA2,4.0,270.0,0
31117,CA3,4.0,270.0,1
31117,DG,4.0,270.0,0
31117,LGd,4.0,270.0,1
31117,LP,4.0,270.0,0
31117,POL,4.0,270.0,1
31117,ProS,4.0,270.0,1
31117,SUB,4.0,270.0,1
31117,VISal,4.0,270.0,1
31117,VISam,4.0,270.0,1
31117,VISl,4.0,270.0,0
31117,VISmma,4.0,270.0,0
31117,VISp,4.0,270.0,0
31117,VISrl,4.0,270.0,1
31118,APN,4.0,270.0,1
31118,CA1,4.0,270.0,1
31118,CA2,4.0,270.0,1
31118,CA3,4.0,270.0,1
31118,DG,4.0,270.0,0
31118,LGd,4.0,270.0,1
31118,LP,4.0,270.0,0
31118,POL,4.0,270.0,1
31118,ProS,4.0,270.0,1
31118,SUB,4.0,270.0,1
31118,VISal,4.0,270.0,0
31118,VISam,4.0,270.0,1
31118,VISl,4.0,270.0,0
31118,VISmma,4.0,270.0,1
31118,VISp,4.0,270.0,1
31118,VISrl,4.0,270.0,1
31120,APN,8.0,270.0,1
31120,CA1,8.0,270.0,0
31120,CA2,8.0,270.0,1
31120,CA3,8.0,270.0,1
31120,DG,8.0,270.0,0
31120,LGd,8.0,270.0,1
31120,LP,8.0,270.0,1
31120,POL,8.0,270.0,1
31120,ProS,8.0,270.0,1
31120,SUB,8.0,270.0,0
31120,VISal,8.0,270.0,0
31120,VISam,8.0,270.0,1
31120,VISl,8.0,270.0,0
31120,VISmma,8.0,270.0,1
31120,VISp,8.0,270.0,0
31120,VISrl,8.0,270.0,1
31121,APN,8.0,45.0,1
31121,CA1,8.0,45.0,0
31121,CA2,8.0,45.0,0
31121,CA3,8.0,45.0,1
31121,DG,8.0,45.0,0
31121,LGd,8.0,45.0,1
31121,LP,8.0,45.0,1
31121,POL,8.0,45.0,1
31121,ProS,8.0,45.0,1
31121,SUB,8.0,45.0,1
31121,VISal,8.0,45.0,1
31121,VISam,8.0,45.0,0
31121,VISl,8.0,45.0,0
31121,VISmma,8.0,45.0,1
31121,VISp,8.0,45.0,0
31121,VISrl,8.0,45.0,1
31122,APN,4.0,45.0,1
31122,CA1,4.0,45.0,0
31122,CA2,4.0,45.0,1
31122,CA3,4.0,45.0,1
31122,DG,4.0,45.0,0
31122,LGd,4.0,45.0,1
31122,LP,4.0,45.0,1
31122,POL,4.0,45.0,1
31122,ProS,4.0,45.0,1
31122,SUB,4.0,45.0,1
31122,VISal,4.0,45.0,0
31122,VISam,4.0,45.0,1
31122,VISl,4.0,45.0,0
31122,VISmma,4.0,45.0,1
31122,VISp,4.0,45.0,0
31122,VISrl,4.0,45.0,1
31123,APN,4.0,225.0,1
31123,CA1,4.0,225.0,0
31123,CA2,4.0,225.0,1
31123,CA3,4.0,225.0,1
31123,DG,4.0,225.0,0
31123,LGd,4.0,225.0,1
31123,LP,4.0,225.0,1
31123,POL,4.0,225.0,1
31123,ProS,4.0,225.0,1
31123,SUB,4.0,225.0,1
31123,VISal,4.0,225.0,0
31123,VISam,4.0,225.0,0
31123,VISl,4.0,225.0,0
31123,VISmma,4.0,225.0,0
31123,VISp,4.0,225.0,0
31123,VISrl,4.0,225.0,1
31124,APN,8.0,90.0,1
31124,CA1,8.0,90.0,0
31124,CA2,8.0,90.0,0
31124,CA3,8.0,90.0,1
31124,DG,8.0,90.0,1
31124,LGd,8.0,90.0,1
31124,LP,8.0,90.0,0
31124,POL,8.0,90.0,1
31124,ProS,8.0,90.0,1
31124,SUB,8.0,90.0,1
31124,VISal,8.0,90.0,1
31124,VISam,8.0,90.0,1
31124,VISl,8.0,90.0,0
31124,VISmma,8.0,90.0,0
31124,VISp,8.0,90.0,0
31124,VISrl,8.0,90.0,1
31125,APN,8.0,225.0,1
31125,CA1,8.0,225.0,0
31125,CA2,8.0,225.0,0
31125,CA3,8.0,225.0,1
31125,DG,8.0,225.0,1
31125,LGd,8.0,225.0,0
31125,LP,8.0,225.0,1
31125,POL,8.0,225.0,1
31125,ProS,8.0,225.0,1
31125,SUB,8.0,225.0,1
31125,VISal,8.0,225.0,0
31125,VISam,8.0,225.0,0
31125,VISl,8.0,225.0,0
31125,VISmma,8.0,225.0,0
31125,VISp,8.0,225.0,0
31125,VISrl,8.0,225.0,1
31126,APN,8.0,90.0,1
31126,CA1,8.0,90.0,0
31126,CA2,8.0,90.0,1
31126,CA3,8.0,90.0,1
31126,DG,8.0,90.0,0
31126,LGd,8.0,90.0,1
31126,LP,8.0,90.0,1
31126,POL,8.0,90.0,1
31126,ProS,8.0,90.0,1
31126,SUB,8.0,90.0,1
31126,VISal,8.0,90.0,1
31126,VISam,8.0,90.0,1
31126,VISl,8.0,90.0,0
31126,VISmma,8.0,90.0,1
31126,VISp,8.0,90.0,0
31126,VISrl,8.0,90.0,1
31127,APN,1.0,225.0,1
31127,CA1,1.0,225.0,1
31127,CA2,1.0,225.0,0
31127,CA3,1.0,225.0,1
31127,DG,1.0,225.0,0
31127,LGd,1.0,225.0,1
31127,LP,1.0,225.0,0
31127,POL,1.0,225.0,1
31127,ProS,1.0,225.0,1
31127,SUB,1.0,225.0,1
31127,VISal,1.0,225.0,0
31127,VISam,1.0,225.0,1
31127,VISl,1.0,225.0,1
31127,VISmma,1.0,225.0,0
31127,VISp,1.0,225.0,0
31127,VISrl,1.0,225.0,1
31128,APN,2.0,135.0,1
31128,CA1,2.0,135.0,0
31128,CA2,2.0,135.0,1
31128,CA3,2.0,135.0,1
31128,DG,2.0,135.0,1
31128,LGd,2.0,135.0,1
31128,LP,2.0,135.0,1
31128,POL,2.0,135.0,1
31128,ProS,2.0,135.0,1
31128,SUB,2.0,135.0,1
31128,VISal,2.0,135.0,0
31128,VISam,2.0,135.0,0
31128,VISl,2.0,135.0,1
31128,VISmma,2.0,135.0,1
31128,VISp,2.0,135.0,0
31128,VISrl,2.0,135.0,1
31129,APN,15.0,270.0,1
31129,CA1,15.0,270.0,0
31129,CA2,15.0,270.0,1
31129,CA3,15.0,270.0,1
31129,DG,15.0,270.0,1
31129,LGd,15.0,270.0,0
31129,LP,15.0,270.0,1
31129,POL,15.0,270.0,1
31129,ProS,15.0,270.0,1
31129,SUB,15.0,270.0,0
31129,VISal,15.0,270.0,1
31129,VISam,15.0,270.0,1
31129,VISl,15.0,270.0,0
31129,VISmma,15.0,270.0,0
31129,VISp,15.0,270.0,0
31129,VISrl,15.0,270.0,1
31130,APN,2.0,225.0,1
31130,CA1,2.0,225.0,0
31130,CA2,2.0,225.0,1
31130,CA3,2.0,225.0,1
31130,DG,2.0,225.0,0
31130,LGd,2.0,225.0,1
31130,LP,2.0,225.0,1
31130,POL,2.0,225.0,1
31130,ProS,2.0,225.0,1
31130,SUB,2.0,225.0,0
31130,VISal,2.0,225.0,0
31130,VISam,2.0,225.0,1
31130,VISl,2.0,225.0,0
31130,VISmma,2.0,225.0,1
31130,VISp,2.0,225.0,0
31130,VISrl,2.0,225.0,1
31131,APN,4.0,135.0,1
31131,CA1,4.0,135.0,1
31131,CA2,4.0,135.0,1
31131,CA3,4.0,135.0,1
31131,DG,4.0,135.0,1
31131,LGd,4.0,135.0,1
31131,LP,4.0,135.0,0
31131,POL,4.0,135.0,1
31131,ProS,4.0,135.0,1
31131,SUB,4.0,135.0,1
31131,VISal,4.0,135.0,1
31131,VISam,4.0,135.0,1
31131,VISl,4.0,135.0,0
31131,VISmma,4.0,135.0,0
31131,VISp,4.0,135.0,0
31131,VISrl,4.0,135.0,1
31132,APN,15.0,90.0,1
31132,CA1,15.0,90.0,1
31132,CA2,15.0,90.0,1
31132,CA3,15.0,90.0,1
31132,DG,15.0,90.0,0
31132,LGd,15.0,90.0,1
31132,LP,15.0,90.0,1
31132,POL,15.0,90.0,1
31132,ProS,15.0,90.0,1
31132,SUB,15.0,90.0,1
31132,VISal,15.0,90.0,1
31132,VISam,15.0,90.0,1
31132,VISl,15.0,90.0,0
31132,VISmma,15.0,90.0,1
31132,VISp,15.0,90.0,0
31132,VISrl,15.0,90.0,1
31133,APN,15.0,90.0,1
31133,CA1,15.0,90.0,1
31133,CA2,15.0,90.0,1
31133,CA3,15.0,90.0,1
31133,DG,15.0,90.0,0
31133,LGd,15.0,90.0,1
31133,LP,15.0,90.0,1
31133,POL,15.0,90.0,1
31133,ProS,15.0,90.0,1
31133,SUB,15.0,90.0,0
31133,VISal,15.0,90.0,1
31133,VISam,15.0,90.0,1
31133,VISl,15.0,90.0,1
31133,VISmma,15.0,90.0,1
31133,VISp,15.0,90.0,0
31133,VISrl,15.0,90.0,1
31134,APN,8.0,0.0,1
31134,CA1,8.0,0.0,0
31134,CA2,8.0,0.0,1
31134,CA3,8.0,0.0,1
31134,DG,8.0,0.0,0
31134,LGd,8.0,0.0,1
31134,LP,8.0,0.0,1
31134,POL,8.0,0.0,1
31134,ProS,8.0,0.0,1
31134,SUB,8.0,0.0,1
31134,VISal,8.0,0.0,1
31134,VISam,8.0,0.0,0
31134,VISl,8.0,0.0,0
31134,VISmma,8.0,0.0,1
31134,VISp,8.0,0.0,0
31134,VISrl,8.0,0.0,1
31135,APN,8.0,315.0,1
31135,CA1,8.0,315.0,0
31135,CA2,8.0,315.0,1
31135,CA3,8.0,315.0,1
31135,DG,8.0,315.0,0
31135,LGd,8.0,315.0,1
31135,LP,8.0,315.0,0
31135,POL,8.0,315.0,1
31135,ProS,8.0,315.0,1
31135,SUB,8.0,315.0,1
31135,VISal,8.0,315.0,0
31135,VISam,8.0,315.0,0
31135,VISl,8.0,315.0,0
31135,VISmma,8.0,315.0,1
31135,VISp,8.0,315.0,0
31135,VISrl,8.0,315.0,1
31136,APN,1.0,90.0,1
31136,CA1,1.0,90.0,0
31136,CA2,1.0,90.0,1
31136,CA3,1.0,90.0,1
31136,DG,1.0,90.0,0
31136,LGd,1.0,90.0,1
31136,LP,1.0,90.0,1
31136,POL,1.0,90.0,1
31136,ProS,1.0,90.0,1
31136,SUB,1.0,90.0,0
31136,VISal,1.0,90.0,0
31136,VISam,1.0,90.0,1
31136,VISl,1.0,90.0,1
31136,VISmma,1.0,90.0,1
31136,VISp,1.0,90.0,0
31136,VISrl,1.0,90.0,0
31137,APN,8.0,90.0,1
31137,CA1,8.0,90.0,0
31137,CA2,8.0,90.0,1
31137,CA3,8.0,90.0,1
31137,DG,8.0,90.0,0
31137,LGd,8.0,90.0,1
31137,LP,8.0,90.0,1
31137,POL,8.0,90.0,1
31137,ProS,8.0,90.0,1
31137,SUB,8.0,90.0,1
31137,VISal,8.0,90.0,1
31137,VISam,8.0,90.0,1
31137,VISl,8.0,90.0,1
31137,VISmma,8.0,90.0,1
31137,VISp,8.0,90.0,0
31137,VISrl,8.0,90.0,1
31138,APN,15.0,135.0,1
31138,CA1,15.0,135.0,0
31138,CA2,15.0,135.0,0
31138,CA3,15.0,135.0,1
31138,DG,15.0,135.0,0
31138,LGd,15.0,135.0,1
31138,LP,15.0,135.0,1
31138,POL,15.0,135.0,1
31138,ProS,15.0,135.0,1
31138,SUB,15.0,135.0,1
31138,VISal,15.0,135.0,0
31138,VISam,15.0,135.0,0
31138,VISl,15.0,135.0,0
31138,VISmma,15.0,135.0,0
31138,VISp,15.0,135.0,0
31138,VISrl,15.0,135.0,1
31139,APN,2.0,180.0,1
31139,CA1,2.0,180.0,0
31139,CA2,2.0,180.0,0
31139,CA3,2.0,180.0,1
31139,DG,2.0,180.0,0
31139,LGd,2.0,180.0,1
31139,LP,2.0,180.0,1
31139,POL,2.0,180.0,1
31139,ProS,2.0,180.0,1
31139,SUB,2.0,180.0,1
31139,VISal,2.0,180.0,1
31139,VISam,2.0,180.0,1
31139,VISl,2.0,180.0,0
31139,VISmma,2.0,180.0,0
31139,VISp,2.0,180.0,0
31139,VISrl,2.0,180.0,1
31140,APN,2.0,90.0,1
31140,CA1,2.0,90.0,0
31140,CA2,2.0,90.0,0
31140,CA3,2.0,90.0,1
31140,DG,2.0,90.0,1
31140,LGd,2.0,90.0,1
31140,LP,2.0,90.0,0
31140,POL,2.0,90.0,1
31140,ProS,2.0,90.0,1
31140,SUB,2.0,90.0,1
31140,VISal,2.0,90.0,0
31140,VISam,2.0,90.0,1
31140,VISl,2.0,90.0,1
31140,VISmma,2.0,90.0,1
31140,VISp,2.0,90.0,0
31140,VISrl,2.0,90.0,1
31141,APN,4.0,0.0,1
31141,CA1,4.0,0.0,0
31141,CA2,4.0,0.0,0
31141,CA3,4.0,0.0,1
31141,DG,4.0,0.0,0
31141,LGd,4.0,0.0,1
31141,LP,4.0,0.0,1
31141,POL,4.0,0.0,1
31141,ProS,4.0,0.0,1
31141,SUB,4.0,0.0,1
31141,VISal,4.0,0.0,1
31141,VISam,4.0,0.0,0
31141,VISl,4.0,0.0,0
31141,VISmma,4.0,0.0,0
31141,VISp,4.0,0.0,0
31141,VISrl,4.0,0.0,1
31142,APN,4.0,225.0,1
31142,CA1,4.0,225.0,1
31142,CA2,4.0,225.0,1
31142,CA3,4.0,225.0,1
31142,DG,4.0,225.0,0
31142,LGd,4.0,225.0,1
31142,LP,4.0,225.0,1
31142,POL,4.0,225.0,1
31142,ProS,4.0,225.0,1
31142,SUB,4.0,225.0,1
31142,VISal,4.0,225.0,1
31142,VISam,4.0,225.0,1
31142,VISl,4.0,225.0,1
31142,VISmma,4.0,225.0,1
31142,VISp,4.0,225.0,0
31142,VISrl,4.0,225.0,1
31143,APN,8.0,180.0,1
31143,CA1,8.0,180.0,0
31143,CA2,8.0,180.0,0
31143,CA3,8.0,180.0,1
31143,DG,8.0,180.0,0
31143,LGd,8.0,180.0,0
31143,LP,8.0,180.0,1
31143,POL,8.0,180.0,1
31143,ProS,8.0,180.0,1
31143,SUB,8.0,180.0,1
31143,VISal,8.0,180.0,1
31143,VISam,8.0,180.0,0
31143,VISl,8.0,180.0,0
31143,VISmma,8.0,180.0,0
31143,VISp,8.0,180.0,0
31143,VISrl,8.0,180.0,0
31144,APN,1.0,270.0,1
31144,CA1,1.0,270.0,0
31144,CA2,1.0,270.0,0
31144,CA3,1.0,270.0,1
31144,DG,1.0,270.0,1
31144,LGd,1.0,270.0,1
31144,LP,1.0,270.0,0
31144,POL,1.0,270.0,1
31144,ProS,1.0,270.0,1
31144,SUB,1.0,270.0,1
31144,VISal,1.0,270.0,0
31144,VISam,1.0,270.0,1
31144,VISl,1.0,270.0,0
31144,VISmma,1.0,270.0,1
31144,VISp,1.0,270.0,1
31144,VISrl,1.0,270.0,1
31145,APN,1.0,180.0,1
31145,CA1,1.0,180.0,1
31145,CA2,1.0,180.0,0
31145,CA3,1.0,180.0,1
31145,DG,1.0,180.0,1
31145,LGd,1.0,180.0,1
31145,LP,1.0,180.0,1
31145,POL,1.0,180.0,1
31145,ProS,1.0,180.0,1
31145,SUB,1.0,180.0,0
31145,VISal,1.0,180.0,1
31145,VISam,1.0,180.0,1
31145,VISl,1.0,180.0,1
31145,VISmma,1.0,180.0,1
31145,VISp,1.0,180.0,0
31145,VISrl,1.0,180.0,1
31146,APN,4.0,180.0,1
31146,CA1,4.0,180.0,0
31146,CA2,4.0,180.0,1
31146,CA3,4.0,180.0,1
31146,DG,4.0,180.0,0
31146,LGd,4.0,180.0,1
31146,LP,4.0,180.0,1
31146,POL,4.0,180.0,1
31146,ProS,4.0,180.0,1
31146,SUB,4.0,180.0,1
31146,VISal,4.0,180.0,0
31146,VISam,4.0,180.0,1
31146,VISl,4.0,180.0,0
31146,VISmma,4.0,180.0,1
31146,VISp,4.0,180.0,0
31146,VISrl,4.0,180.0,0
31147,APN,1.0,315.0,1
31147,CA1,1.0,315.0,1
31147,CA2,1.0,315.0,1
31147,CA3,1.0,315.0,1
31147,DG,1.0,315.0,0
31147,LGd,1.0,315.0,1
31147,LP,1.0,315.0,1
31147,POL,1.0,315.0,1
31147,ProS,1.0,315.0,1
31147,SUB,1.0,315.0,1
31147,VISal,1.0,315.0,0
31147,VISam,1.0,315.0,1
31147,VISl,1.0,315.0,1
31147,VISmma,1.0,315.0,0
31147,VISp,1.0,315.0,0
31147,VISrl,1.0,315.0,1
31148,APN,1.0,270.0,1
31148,CA1,1.0,270.0,0
31148,CA2,1.0,270.0,1
31148,CA3,1.0,270.0,1
31148,DG,1.0,270.0,0
31148,LGd,1.0,270.0,1
31148,LP,1.0,270.0,1
31148,POL,1.0,270.0,1
31148,ProS,1.0,270.0,1
31148,SUB,1.0,270.0,1
31148,VISal,1.0,270.0,1
31148,VISam,1.0,270.0,1
31148,VISl,1.0,270.0,1
31148,VISmma,1.0,270.0,1
31148,VISp,1.0,270.0,0
31148,VISrl,1.0,270.0,1
31149,APN,2.0,45.0,1
31149,CA1,2.0,45.0,0
31149,CA2,2.0,45.0,0
31149,CA3,2.0,45.0,1
31149,DG,2.0,45.0,0
31149,LGd,2.0,45.0,1
31149,LP,2.0,45.0,1
31149,POL,2.0,45.0,1
31149,ProS,2.0,45.0,1
31149,SUB,2.0,45.0,0
31149,VISal,2.0,45.0,0
31149,VISam,2.0,45.0,1
31149,VISl,2.0,45.0,1
31149,VISmma,2.0,45.0,1
31149,VISp,2.0,45.0,0
31149,VISrl,2.0,45.0,1
31150,APN,15.0,225.0,1
31150,CA1,15.0,225.0,1
31150,CA2,15.0,225.0,1
31150,CA3,15.0,225.0,1
31150,DG,15.0,225.0,1
31150,LGd,15.0,225.0,1
31150,LP,15.0,225.0,1
31150,POL,15.0,225.0,1
31150,ProS,15.0,225.0,1
31150,SUB,15.0,225.0,1
31150,VISal,15.0,225.0,0
31150,VISam,15.0,225.0,1
31150,VISl,15.0,225.0,0
31150,VISmma,15.0,225.0,0
31150,VISp,15.0,225.0,0
31150,VISrl,15.0,225.0,1
31151,APN,1.0,45.0,1
31151,CA1,1.0,45.0,0
31151,CA2,1.0,45.0,0
31151,CA3,1.0,45.0,1
31151,DG,1.0,45.0,0
31151,LGd,1.0,45.0,1
31151,LP,1.0,45.0,1
31151,POL,1.0,45.0,1
31151,ProS,1.0,45.0,1
31151,SUB,1.0,45.0,1
31151,VISal,1.0,45.0,0
31151,VISam,1.0,45.0,1
31151,VISl,1.0,45.0,1
31151,VISmma,1.0,45.0,1
31151,VISp,1.0,45.0,0
31151,VISrl,1.0,45.0,1
31152,APN,1.0,90.0,1
31152,CA1,1.0,90.0,0
31152,CA2,1.0,90.0,0
31152,CA3,1.0,90.0,1
31152,DG,1.0,90.0,0
31152,LGd,1.0,90.0,1
31152,LP,1.0,90.0,0
31152,POL,1.0,90.0,1
31152,ProS,1.0,90.0,1
31152,SUB,1.0,90.0,0
31152,VISal,1.0,90.0,0
31152,VISam,1.0,90.0,1
31152,VISl,1.0,90.0,0
31152,VISmma,1.0,90.0,0
31152,VISp,1.0,90.0,0
31152,VISrl,1.0,90.0,0
31153,APN,1.0,45.0,1
31153,CA1,1.0,45.0,1
31153,CA2,1.0,45.0,0
31153,CA3,1.0,45.0,1
31153,DG,1.0,45.0,0
31153,LGd,1.0,45.0,1
31153,LP,1.0,45.0,1
31153,POL,1.0,45.0,1
31153,ProS,1.0,45.0,1
31153,SUB,1.0,45.0,0
31153,VISal,1.0,45.0,0
31153,VISam,1.0,45.0,1
31153,VISl,1.0,45.0,1
31153,VISmma,1.0,45.0,1
31153,VISp,1.0,45.0,0
31153,VISrl,1.0,45.0,0
31154,APN,4.0,225.0,1
31154,CA1,4.0,225.0,0
31154,CA2,4.0,225.0,0
31154,CA3,4.0,225.0,1
31154,DG,4.0,225.0,0
31154,LGd,4.0,225.0,1
31154,LP,4.0,225.0,1
31154,POL,4.0,225.0,1
31154,ProS,4.0,225.0,1
31154,SUB,4.0,225.0,1
31154,VISal,4.0,225.0,0
31154,VISam,4.0,225.0,1
31154,VISl,4.0,225.0,0
31154,VISmma,4.0,225.0,1
31154,VISp,4.0,225.0,0
31154,VISrl,4.0,225.0,1
31155,APN,2.0,225.0,1
31155,CA1,2.0,225.0,0
31155,CA2,2.0,225.0,0
31155,CA3,2.0,225.0,1
31155,DG,2.0,225.0,0
31155,LGd,2.0,225.0,1
31155,LP,2.0,225.0,0
31155,POL,2.0,225.0,1
31155,ProS,2.0,225.0,1
31155,SUB,2.0,225.0,1
31155,VISal,2.0,225.0,0
31155,VISam,2.0,225.0,1
31155,VISl,2.0,225.0,0
31155,VISmma,2.0,225.0,1
31155,VISp,2.0,225.0,0
31155,VISrl,2.0,225.0,0
31156,APN,1.0,45.0,1
31156,CA1,1.0,45.0,0
31156,CA2,1.0,45.0,1
31156,CA3,1.0,45.0,1
31156,DG,1.0,45.0,0
31156,LGd,1.0,45.0,1
31156,LP,1.0,45.0,1
31156,POL,1.0,45.0,1
31156,ProS,1.0,45.0,1
31156,SUB,1.0,45.0,0
31156,VISal,1.0,45.0,0
31156,VISam,1.0,45.0,1
31156,VISl,1.0,45.0,1
31156,VISmma,1.0,45.0,1
31156,VISp,1.0,45.0,0
31156,VISrl,1.0,45.0,1
31157,APN,4.0,315.0,1
31157,CA1,4.0,315.0,0
31157,CA2,4.0,315.0,0
31157,CA3,4.0,315.0,1
31157,DG,4.0,315.0,1
31157,LGd,4.0,315.0,1
31157,LP,4.0,315.0,0
31157,POL,4.0,315.0,1
31157,ProS,4.0,315.0,1
31157,SUB,4.0,315.0,0
31157,VISal,4.0,315.0,0
31157,VISam,4.0,315.0,1
31157,VISl,4.0,315.0,0
31157,VISmma,4.0,315.0,1
31157,VISp,4.0,315.0,0
31157,VISrl,4.0,315.0,1
31158,APN,8.0,0.0,1
31158,CA1,8.0,0.0,0
31158,CA2,8.0,0.0,1
31158,CA3,8.0,0.0,1
31158,DG,8.0,0.0,0
31158,LGd,8.0,0.0,1
31158,LP,8.0,0.0,1
31158,POL,8.0,0.0,1
31158,ProS,8.0,0.0,1
31158,SUB,8.0,0.0,0
31158,VISal,8.0,0.0,1
31158,VISam,8.0,0.0,0
31158,VISl,8.0,0.0,0
31158,VISmma,8.0,0.0,0
31158,VISp,8.0,0.0,0
31158,VISrl,8.0,0.0,1
31160,APN,4.0,180.0,1
31160,CA1,4.0,180.0,0
31160,CA2,4.0,180.0,1
31160,CA3,4.0,180.0,0
31160,DG,4.0,180.0,0
31160,LGd,4.0,180.0,1
31160,LP,4.0,180.0,1
31160,POL,4.0,180.0,1
31160,ProS,4.0,180.0,1
31160,SUB,4.0,180.0,1
31160,VISal,4.0,180.0,1
31160,VISam,4.0,180.0,1
31160,VISl,4.0,180.0,0
31160,VISmma,4.0,180.0,1
31160,VISp,4.0,180.0,0
31160,VISrl,4.0,180.0,0
31161,APN,4.0,45.0,1
31161,CA1,4.0,45.0,0
31161,CA2,4.0,45.0,0
31161,CA3,4.0,45.0,0
31161,DG,4.0,45.0,0
31161,LGd,4.0,45.0,1
31161,LP,4.0,45.0,0
31161,POL,4.0,45.0,1
31161,ProS,4.0,45.0,1
31161,SUB,4.0,45.0,1
31161,VISal,4.0,45.0,1
31161,VISam,4.0,45.0,0
31161,VISl,4.0,45.0,0
31161,VISmma,4.0,45.0,1
31161,VISp,4.0,45.0,0
31161,VISrl,4.0,45.0,1
31162,APN,2.0,270.0,1
31162,CA1,2.0,270.0,0
31162,CA2,2.0,270.0,0
31162,CA3,2.0,270.0,1
31162,DG,2.0,270.0,0
31162,LGd,2.0,270.0,1
31162,LP,2.0,270.0,0
31162,POL,2.0,270.0,1
31162,ProS,2.0,270.0,1
31162,SUB,2.0,270.0,0
31162,VISal,2.0,270.0,0
31162,VISam,2.0,270.0,1
31162,VISl,2.0,270.0,0
31162,VISmma,2.0,270.0,1
31162,VISp,2.0,270.0,1
31162,VISrl,2.0,270.0,1
31163,APN,2.0,0.0,1
31163,CA1,2.0,0.0,0
31163,CA2,2.0,0.0,0
31163,CA3,2.0,0.0,1
31163,DG,2.0,0.0,0
31163,LGd,2.0,0.0,1
31163,LP,2.0,0.0,1
31163,POL,2.0,0.0,1
31163,ProS,2.0,0.0,1
31163,SUB,2.0,0.0,0
31163,VISal,2.0,0.0,0
31163,VISam,2.0,0.0,1
31163,VISl,2.0,0.0,0
31163,VISmma,2.0,0.0,1
31163,VISp,2.0,0.0,0
31163,VISrl,2.0,0.0,1
31164,APN,4.0,225.0,1
31164,CA1,4.0,225.0,0
31164,CA2,4.0,225.0,0
31164,CA3,4.0,225.0,1
31164,DG,4.0,225.0,0
31164,LGd,4.0,225.0,1
31164,LP,4.0,225.0,1
31164,POL,4.0,225.0,1
31164,ProS,4.0,225.0,1
31164,SUB,4.0,225.0,1
31164,VISal,4.0,225.0,0
31164,VISam,4.0,225.0,1
31164,VISl,4.0,225.0,0
31164,VISmma,4.0,225.0,0
31164,VISp,4.0,225.0,0
31164,VISrl,4.0,225.0,1
31165,APN,15.0,90.0,1
31165,CA1,15.0,90.0,0
31165,CA2,15.0,90.0,0
31165,CA3,15.0,90.0,0
31165,DG,15.0,90.0,1
31165,LGd,15.0,90.0,1
31165,LP,15.0,90.0,0
31165,POL,15.0,90.0,1
31165,ProS,15.0,90.0,1
31165,SUB,15.0,90.0,0
31165,VISal,15.0,90.0,1
31165,VISam,15.0,90.0,1
31165,VISl,15.0,90.0,0
31165,VISmma,15.0,90.0,0
31165,VISp,15.0,90.0,0
31165,VISrl,15.0,90.0,1
31166,APN,2.0,270.0,1
31166,CA1,2.0,270.0,0
31166,CA2,2.0,270.0,1
31166,CA3,2.0,270.0,1
31166,DG,2.0,270.0,0
31166,LGd,2.0,270.0,1
31166,LP,2.0,270.0,1
31166,POL,2.0,270.0,1
31166,ProS,2.0,270.0,1
31166,SUB,2.0,270.0,1
31166,VISal,2.0,270.0,0
31166,VISam,2.0,270.0,1
31166,VISl,2.0,270.0,0
31166,VISmma,2.0,270.0,1
31166,VISp,2.0,270.0,0
31166,VISrl,2.0,270.0,1
31167,APN,15.0,270.0,1
31167,CA1,15.0,270.0,0
31167,CA2,15.0,270.0,1
31167,CA3,15.0,270.0,1
31167,DG,15.0,270.0,0
31167,LGd,15.0,270.0,1
31167,LP,15.0,270.0,1
31167,POL,15.0,270.0,1
31167,ProS,15.0,270.0,1
31167,SUB,15.0,270.0,1
31167,VISal,15.0,270.0,1
31167,VISam,15.0,270.0,1
31167,VISl,15.0,270.0,0
31167,VISmma,15.0,270.0,0
31167,VISp,15.0,270.0,0
31167,VISrl,15.0,270.0,1
31168,APN,4.0,270.0,1
31168,CA1,4.0,270.0,0
31168,CA2,4.0,270.0,1
31168,CA3,4.0,270.0,1
31168,DG,4.0,270.0,0
31168,LGd,4.0,270.0,1
31168,LP,4.0,270.0,0
31168,POL,4.0,270.0,1
31168,ProS,4.0,270.0,1
31168,SUB,4.0,270.0,1
31168,VISal,4.0,270.0,1
31168,VISam,4.0,270.0,1
31168,VISl,4.0,270.0,0
31168,VISmma,4.0,270.0,0
31168,VISp,4.0,270.0,1
31168,VISrl,4.0,270.0,1
31169,APN,2.0,225.0,1
31169,CA1,2.0,225.0,0
31169,CA2,2.0,225.0,1
31169,CA3,2.0,225.0,1
31169,DG,2.0,225.0,0
31169,LGd,2.0,225.0,1
31169,LP,2.0,225.0,1
31169,POL,2.0,225.0,1
31169,ProS,2.0,225.0,1
31169,SUB,2.0,225.0,0
31169,VISal,2.0,225.0,0
31169,VISam,2.0,225.0,1
31169,VISl,2.0,225.0,1
31169,VISmma,2.0,225.0,0
31169,VISp,2.0,225.0,0
31169,VISrl,2.0,225.0,1
31170,APN,4.0,180.0,1
31170,CA1,4.0,180.0,0
31170,CA2,4.0,180.0,1
31170,CA3,4.0,180.0,1
31170,DG,4.0,180.0,1
31170,LGd,4.0,180.0,1
31170,LP,4.0,180.0,0
