stimulus_presentation_id,area,temporal_frequency,orientation,active
3957,VISam,1.0,270.0,1
3957,VISl,1.0,270.0,0
3957,VISmma,1.0,270.0,0
3957,VISp,1.0,270.0,0
3957,VISrl,1.0,270.0,0
3958,APN,15.0,180.0,1
3958,CA1,15.0,180.0,0
3958,CA2,15.0,180.0,1
3958,CA3,15.0,180.0,1
3958,DG,15.0,180.0,1
3958,LGd,15.0,180.0,0
3958,LP,15.0,180.0,0
3958,POL,15.0,180.0,1
3958,ProS,15.0,180.0,1
3958,SUB,15.0,180.0,0
3958,VISal,15.0,180.0,1
3958,VISam,15.0,180.0,1
3958,VISl,15.0,180.0,0
3958,VISmma,15.0,180.0,0
3958,VISp,15.0,180.0,0
3958,VISrl,15.0,180.0,1
3959,APN,1.0,90.0,1
3959,CA1,1.0,90.0,1
3959,CA2,1.0,90.0,1
3959,CA3,1.0,90.0,1
3959,DG,1.0,90.0,1
3959,LGd,1.0,90.0,1
3959,LP,1.0,90.0,0
3959,POL,1.0,90.0,1
3959,ProS,1.0,90.0,1
3959,SUB,1.0,90.0,1
3959,VISal,1.0,90.0,0
3959,VISam,1.0,90.0,1
3959,VISl,1.0,90.0,1
3959,VISmma,1.0,90.0,1
3959,VISp,1.0,90.0,0
3959,VISrl,1.0,90.0,1
3960,APN,15.0,315.0,1
3960,CA1,15.0,315.0,0
3960,CA2,15.0,315.0,1
3960,CA3,15.0,315.0,1
3960,DG,15.0,315.0,0
3960,LGd,15.0,315.0,1
3960,LP,15.0,315.0,1
3960,POL,15.0,315.0,1
3960,ProS,15.0,315.0,1
3960,SUB,15.0,315.0,1
3960,VISal,15.0,315.0,1
3960,VISam,15.0,315.0,1
3960,VISl,15.0,315.0,0
3960,VISmma,15.0,315.0,0
3960,VISp,15.0,315.0,0
3960,VISrl,15.0,315.0,1
3961,APN,8.0,0.0,1
3961,CA1,8.0,0.0,0
3961,CA2,8.0,0.0,0
3961,CA3,8.0,0.0,1
3961,DG,8.0,0.0,0
3961,LGd,8.0,0.0,0
3961,LP,8.0,0.0,0
3961,POL,8.0,0.0,1
3961,ProS,8.0,0.0,1
3961,SUB,8.0,0.0,0
3961,VISal,8.0,0.0,0
3961,VISam,8.0,0.0,1
3961,VISl,8.0,0.0,0
3961,VISmma,8.0,0.0,1
3961,VISp,8.0,0.0,0
3961,VISrl,8.0,0.0,1
3962,APN,1.0,315.0,1
3962,CA1,1.0,315.0,0
3962,CA2,1.0,315.0,0
3962,CA3,1.0,315.0,1
3962,DG,1.0,315.0,0
3962,LGd,1.0,315.0,1
3962,LP,1.0,315.0,0
3962,POL,1.0,315.0,1
3962,ProS,1.0,315.0,1
3962,SUB,1.0,315.0,1
3962,VISal,1.0,315.0,0
3962,VISam,1.0,315.0,0
3962,VISl,1.0,315.0,1
3962,VISmma,1.0,315.0,1
3962,VISp,1.0,315.0,0
3962,VISrl,1.0,315.0,1
3963,APN,1.0,0.0,1
3963,CA1,1.0,0.0,0
3963,CA2,1.0,0.0,0
3963,CA3,1.0,0.0,1
3963,DG,1.0,0.0,1
3963,LGd,1.0,0.0,1
3963,LP,1.0,0.0,0
3963,POL,1.0,0.0,1
3963,ProS,1.0,0.0,1
3963,SUB,1.0,0.0,0
3963,VISal,1.0,0.0,0
3963,VISam,1.0,0.0,1
3963,VISl,1.0,0.0,0
3963,VISmma,1.0,0.0,1
3963,VISp,1.0,0.0,0
3963,VISrl,1.0,0.0,1
3964,APN,2.0,315.0,1
3964,CA1,2.0,315.0,0
3964,CA2,2.0,315.0,1
3964,CA3,2.0,315.0,1
3964,DG,2.0,315.0,0
3964,LGd,2.0,315.0,1
3964,LP,2.0,315.0,0
3964,POL,2.0,315.0,1
3964,ProS,2.0,315.0,0
3964,SUB,2.0,315.0,1
3964,VISal,2.0,315.0,0
3964,VISam,2.0,315.0,1
3964,VISl,2.0,315.0,0
3964,VISmma,2.0,315.0,0
3964,VISp,2.0,315.0,0
3964,VISrl,2.0,315.0,1
3965,APN,1.0,315.0,1
3965,CA1,1.0,315.0,0
3965,CA2,1.0,315.0,0
3965,CA3,1.0,315.0,1
3965,DG,1.0,315.0,0
3965,LGd,1.0,315.0,1
3965,LP,1.0,315.0,1
3965,POL,1.0,315.0,1
3965,ProS,1.0,315.0,1
3965,SUB,1.0,315.0,1
3965,VISal,1.0,315.0,0
3965,VISam,1.0,315.0,1
3965,VISl,1.0,315.0,0
3965,VISmma,1.0,315.0,0
3965,VISp,1.0,315.0,0
3965,VISrl,1.0,315.0,1
3966,APN,1.0,45.0,1
3966,CA1,1.0,45.0,0
3966,CA2,1.0,45.0,1
3966,CA3,1.0,45.0,1
3966,DG,1.0,45.0,0
3966,LGd,1.0,45.0,1
3966,LP,1.0,45.0,0
3966,POL,1.0,45.0,1
3966,ProS,1.0,45.0,1
3966,SUB,1.0,45.0,1
3966,VISal,1.0,45.0,0
3966,VISam,1.0,45.0,1
3966,VISl,1.0,45.0,0
3966,VISmma,1.0,45.0,0
3966,VISp,1.0,45.0,0
3966,VISrl,1.0,45.0,1
3967,APN,4.0,0.0,1
3967,CA1,4.0,0.0,0
3967,CA2,4.0,0.0,1
3967,CA3,4.0,0.0,1
3967,DG,4.0,0.0,1
3967,LGd,4.0,0.0,0
3967,LP,4.0,0.0,0
3967,POL,4.0,0.0,1
3967,ProS,4.0,0.0,1
3967,SUB,4.0,0.0,0
3967,VISal,4.0,0.0,1
3967,VISam,4.0,0.0,1
3967,VISl,4.0,0.0,0
3967,VISmma,4.0,0.0,1
3967,VISp,4.0,0.0,0
3967,VISrl,4.0,0.0,1
3968,APN,4.0,135.0,1
3968,CA1,4.0,135.0,0
3968,CA2,4.0,135.0,1
3968,CA3,4.0,135.0,1
3968,DG,4.0,135.0,0
3968,LGd,4.0,135.0,1
3968,LP,4.0,135.0,0
3968,POL,4.0,135.0,1
3968,ProS,4.0,135.0,1
3968,SUB,4.0,135.0,0
3968,VISal,4.0,135.0,0
3968,VISam,4.0,135.0,1
3968,VISl,4.0,135.0,0
3968,VISmma,4.0,135.0,0
3968,VISp,4.0,135.0,1
3968,VISrl,4.0,135.0,1
3969,APN,1.0,315.0,1
3969,CA1,1.0,315.0,0
3969,CA2,1.0,315.0,1
3969,CA3,1.0,315.0,1
3969,DG,1.0,315.0,0
3969,LGd,1.0,315.0,1
3969,LP,1.0,315.0,0
3969,POL,1.0,315.0,1
3969,ProS,1.0,315.0,1
3969,SUB,1.0,315.0,1
3969,VISal,1.0,315.0,0
3969,VISam,1.0,315.0,1
3969,VISl,1.0,315.0,0
3969,VISmma,1.0,315.0,0
3969,VISp,1.0,315.0,1
3969,VISrl,1.0,315.0,0
3970,APN,15.0,315.0,1
3970,CA1,15.0,315.0,0
3970,CA2,15.0,315.0,0
3970,CA3,15.0,315.0,1
3970,DG,15.0,315.0,0
3970,LGd,15.0,315.0,0
3970,LP,15.0,315.0,1
3970,POL,15.0,315.0,1
3970,ProS,15.0,315.0,1
3970,SUB,15.0,315.0,1
3970,VISal,15.0,315.0,0
3970,VISam,15.0,315.0,0
3970,VISl,15.0,315.0,0
3970,VISmma,15.0,315.0,0
3970,VISp,15.0,315.0,0
3970,VISrl,15.0,315.0,1
3971,APN,1.0,0.0,1
3971,CA1,1.0,0.0,0
3971,CA2,1.0,0.0,0
3971,CA3,1.0,0.0,1
3971,DG,1.0,0.0,1
3971,LGd,1.0,0.0,1
3971,LP,1.0,0.0,0
3971,POL,1.0,0.0,1
3971,ProS,1.0,0.0,1
3971,SUB,1.0,0.0,1
3971,VISal,1.0,0.0,0
3971,VISam,1.0,0.0,1
3971,VISl,1.0,0.0,0
3971,VISmma,1.0,0.0,1
3971,VISp,1.0,0.0,0
3971,VISrl,1.0,0.0,1
3972,APN,1.0,135.0,1
3972,CA1,1.0,135.0,0
3972,CA2,1.0,135.0,0
3972,CA3,1.0,135.0,1
3972,DG,1.0,135.0,0
3972,LGd,1.0,135.0,1
3972,LP,1.0,135.0,0
3972,POL,1.0,135.0,1
3972,ProS,1.0,135.0,1
3972,SUB,1.0,135.0,0
3972,VISal,1.0,135.0,0
3972,VISam,1.0,135.0,1
3972,VISl,1.0,135.0,1
3972,VISmma,1.0,135.0,1
3972,VISp,1.0,135.0,0
3972,VISrl,1.0,135.0,0
3973,APN,4.0,225.0,1
3973,CA1,4.0,225.0,0
3973,CA2,4.0,225.0,1
3973,CA3,4.0,225.0,1
3973,DG,4.0,225.0,0
3973,LGd,4.0,225.0,1
3973,LP,4.0,225.0,1
3973,POL,4.0,225.0,1
3973,ProS,4.0,225.0,1
3973,SUB,4.0,225.0,1
3973,VISal,4.0,225.0,0
3973,VISam,4.0,225.0,1
3973,VISl,4.0,225.0,0
3973,VISmma,4.0,225.0,0
3973,VISp,4.0,225.0,0
3973,VISrl,4.0,225.0,1
3974,APN,15.0,315.0,1
3974,CA1,15.0,315.0,1
3974,CA2,15.0,315.0,0
3974,CA3,15.0,315.0,1
3974,DG,15.0,315.0,1
3974,LGd,15.0,315.0,0
3974,LP,15.0,315.0,1
3974,POL,15.0,315.0,1
3974,ProS,15.0,315.0,1
3974,SUB,15.0,315.0,1
3974,VISal,15.0,315.0,0
3974,VISam,15.0,315.0,0
3974,VISl,15.0,315.0,0
3974,VISmma,15.0,315.0,0
3974,VISp,15.0,315.0,0
3974,VISrl,15.0,315.0,1
3975,APN,8.0,45.0,1
3975,CA1,8.0,45.0,0
3975,CA2,8.0,45.0,0
3975,CA3,8.0,45.0,1
3975,DG,8.0,45.0,0
3975,LGd,8.0,45.0,0
3975,LP,8.0,45.0,0
3975,POL,8.0,45.0,1
3975,ProS,8.0,45.0,1
3975,SUB,8.0,45.0,1
3975,VISal,8.0,45.0,1
3975,VISam,8.0,45.0,1
3975,VISl,8.0,45.0,0
3975,VISmma,8.0,45.0,1
3975,VISp,8.0,45.0,0
3975,VISrl,8.0,45.0,1
3976,APN,8.0,135.0,1
3976,CA1,8.0,135.0,1
3976,CA2,8.0,135.0,1
3976,CA3,8.0,135.0,1
3976,DG,8.0,135.0,1
3976,LGd,8.0,135.0,1
3976,LP,8.0,135.0,1
3976,POL,8.0,135.0,1
3976,ProS,8.0,135.0,1
3976,SUB,8.0,135.0,1
3976,VISal,8.0,135.0,1
3976,VISam,8.0,135.0,1
3976,VISl,8.0,135.0,0
3976,VISmma,8.0,135.0,1
3976,VISp,8.0,135.0,1
3976,VISrl,8.0,135.0,1
3977,APN,15.0,45.0,1
3977,CA1,15.0,45.0,1
3977,CA2,15.0,45.0,1
3977,CA3,15.0,45.0,1
3977,DG,15.0,45.0,1
3977,LGd,15.0,45.0,1
3977,LP,15.0,45.0,1
3977,POL,15.0,45.0,1
3977,ProS,15.0,45.0,1
3977,SUB,15.0,45.0,1
3977,VISal,15.0,45.0,1
3977,VISam,15.0,45.0,1
3977,VISl,15.0,45.0,1
3977,VISmma,15.0,45.0,1
3977,VISp,15.0,45.0,0
3977,VISrl,15.0,45.0,1
3978,APN,8.0,0.0,1
3978,CA1,8.0,0.0,0
3978,CA2,8.0,0.0,1
3978,CA3,8.0,0.0,1
3978,DG,8.0,0.0,0
3978,LGd,8.0,0.0,1
3978,LP,8.0,0.0,0
3978,POL,8.0,0.0,1
3978,ProS,8.0,0.0,1
3978,SUB,8.0,0.0,1
3978,VISal,8.0,0.0,1
3978,VISam,8.0,0.0,1
3978,VISl,8.0,0.0,0
3978,VISmma,8.0,0.0,0
3978,VISp,8.0,0.0,0
3978,VISrl,8.0,0.0,1
3979,APN,4.0,315.0,1
3979,CA1,4.0,315.0,0
3979,CA2,4.0,315.0,1
3979,CA3,4.0,315.0,1
3979,DG,4.0,315.0,0
3979,LGd,4.0,315.0,1
3979,LP,4.0,315.0,0
3979,POL,4.0,315.0,1
3979,ProS,4.0,315.0,1
3979,SUB,4.0,315.0,0
3979,VISal,4.0,315.0,0
3979,VISam,4.0,315.0,1
3979,VISl,4.0,315.0,0
3979,VISmma,4.0,315.0,1
3979,VISp,4.0,315.0,1
3979,VISrl,4.0,315.0,1
3980,APN,1.0,90.0,1
3980,CA1,1.0,90.0,0
3980,CA2,1.0,90.0,1
3980,CA3,1.0,90.0,1
3980,DG,1.0,90.0,1
3980,LGd,1.0,90.0,1
3980,LP,1.0,90.0,1
3980,POL,1.0,90.0,1
3980,ProS,1.0,90.0,1
3980,SUB,1.0,90.0,1
3980,VISal,1.0,90.0,0
3980,VISam,1.0,90.0,1
3980,VISl,1.0,90.0,0
3980,VISmma,1.0,90.0,1
3980,VISp,1.0,90.0,0
3980,VISrl,1.0,90.0,1
3981,APN,1.0,135.0,1
3981,CA1,1.0,135.0,1
3981,CA2,1.0,135.0,0
3981,CA3,1.0,135.0,1
3981,DG,1.0,135.0,0
3981,LGd,1.0,135.0,1
3981,LP,1.0,135.0,0
3981,POL,1.0,135.0,1
3981,ProS,1.0,135.0,1
3981,SUB,1.0,135.0,0
3981,VISal,1.0,135.0,0
3981,VISam,1.0,135.0,1
3981,VISl,1.0,135.0,0
3981,VISmma,1.0,135.0,1
3981,VISp,1.0,135.0,1
3981,VISrl,1.0,135.0,1
3982,APN,1.0,0.0,1
3982,CA1,1.0,0.0,0
3982,CA2,1.0,0.0,0
3982,CA3,1.0,0.0,1
3982,DG,1.0,0.0,1
3982,LGd,1.0,0.0,0
3982,LP,1.0,0.0,0
3982,POL,1.0,0.0,1
3982,ProS,1.0,0.0,1
3982,SUB,1.0,0.0,1
3982,VISal,1.0,0.0,0
3982,VISam,1.0,0.0,1
3982,VISl,1.0,0.0,0
3982,VISmma,1.0,0.0,1
3982,VISp,1.0,0.0,0
3982,VISrl,1.0,0.0,1
3983,APN,4.0,225.0,1
3983,CA1,4.0,225.0,0
3983,CA2,4.0,225.0,0
3983,CA3,4.0,225.0,1
3983,DG,4.0,225.0,1
3983,LGd,4.0,225.0,1
3983,LP,4.0,225.0,0
3983,POL,4.0,225.0,1
3983,ProS,4.0,225.0,1
3983,SUB,4.0,225.0,1
3983,VISal,4.0,225.0,0
3983,VISam,4.0,225.0,1
3983,VISl,4.0,225.0,0
3983,VISmma,4.0,225.0,0
3983,VISp,4.0,225.0,0
3983,VISrl,4.0,225.0,1
3984,APN,8.0,225.0,1
3984,CA1,8.0,225.0,0
3984,CA2,8.0,225.0,1
3984,CA3,8.0,225.0,1
3984,DG,8.0,225.0,1
3984,LGd,8.0,225.0,0
3984,LP,8.0,225.0,0
3984,POL,8.0,225.0,1
3984,ProS,8.0,225.0,1
3984,SUB,8.0,225.0,0
3984,VISal,8.0,225.0,0
3984,VISam,8.0,225.0,1
3984,VISl,8.0,225.0,0
3984,VISmma,8.0,225.0,0
3984,VISp,8.0,225.0,0
3984,VISrl,8.0,225.0,1
3985,APN,15.0,225.0,1
3985,CA1,15.0,225.0,0
3985,CA2,15.0,225.0,0
3985,CA3,15.0,225.0,1
3985,DG,15.0,225.0,0
3985,LGd,15.0,225.0,0
3985,LP,15.0,225.0,0
3985,POL,15.0,225.0,1
3985,ProS,15.0,225.0,1
3985,SUB,15.0,225.0,1
3985,VISal,15.0,225.0,0
3985,VISam,15.0,225.0,1
3985,VISl,15.0,225.0,0
3985,VISmma,15.0,225.0,0
3985,VISp,15.0,225.0,0
3985,VISrl,15.0,225.0,1
3986,APN,8.0,180.0,1
3986,CA1,8.0,180.0,0
3986,CA2,8.0,180.0,1
3986,CA3,8.0,180.0,1
3986,DG,8.0,180.0,0
3986,LGd,8.0,180.0,0
3986,LP,8.0,180.0,0
3986,POL,8.0,180.0,1
3986,ProS,8.0,180.0,1
3986,SUB,8.0,180.0,1
3986,VISal,8.0,180.0,0
3986,VISam,8.0,180.0,1
3986,VISl,8.0,180.0,0
3986,VISmma,8.0,180.0,0
3986,VISp,8.0,180.0,0
3986,VISrl,8.0,180.0,1
3987,APN,4.0,225.0,1
3987,CA1,4.0,225.0,1
3987,CA2,4.0,225.0,1
3987,CA3,4.0,225.0,1
3987,DG,4.0,225.0,1
3987,LGd,4.0,225.0,0
3987,LP,4.0,225.0,0
3987,POL,4.0,225.0,1
3987,ProS,4.0,225.0,1
3987,SUB,4.0,225.0,0
3987,VISal,4.0,225.0,0
3987,VISam,4.0,225.0,1
3987,VISl,4.0,225.0,0
3987,VISmma,4.0,225.0,0
3987,VISp,4.0,225.0,0
3987,VISrl,4.0,225.0,1
3988,APN,4.0,90.0,1
3988,CA1,4.0,90.0,0
3988,CA2,4.0,90.0,1
3988,CA3,4.0,90.0,1
3988,DG,4.0,90.0,1
3988,LGd,4.0,90.0,1
3988,LP,4.0,90.0,0
3988,POL,4.0,90.0,1
3988,ProS,4.0,90.0,1
3988,SUB,4.0,90.0,1
3988,VISal,4.0,90.0,0
3988,VISam,4.0,90.0,1
3988,VISl,4.0,90.0,0
3988,VISmma,4.0,90.0,0
3988,VISp,4.0,90.0,0
3988,VISrl,4.0,90.0,1
3989,APN,15.0,45.0,1
3989,CA1,15.0,45.0,0
3989,CA2,15.0,45.0,0
3989,CA3,15.0,45.0,1
3989,DG,15.0,45.0,1
3989,LGd,15.0,45.0,0
3989,LP,15.0,45.0,0
3989,POL,15.0,45.0,1
3989,ProS,15.0,45.0,1
3989,SUB,15.0,45.0,0
3989,VISal,15.0,45.0,0
3989,VISam,15.0,45.0,1
3989,VISl,15.0,45.0,0
3989,VISmma,15.0,45.0,0
3989,VISp,15.0,45.0,0
3989,VISrl,15.0,45.0,1
3990,APN,2.0,315.0,1
3990,CA1,2.0,315.0,0
3990,CA2,2.0,315.0,0
3990,CA3,2.0,315.0,1
3990,DG,2.0,315.0,0
3990,LGd,2.0,315.0,1
3990,LP,2.0,315.0,0
3990,POL,2.0,315.0,1
3990,ProS,2.0,315.0,1
3990,SUB,2.0,315.0,1
3990,VISal,2.0,315.0,0
3990,VISam,2.0,315.0,1
3990,VISl,2.0,315.0,0
3990,VISmma,2.0,315.0,0
3990,VISp,2.0,315.0,0
3990,VISrl,2.0,315.0,1
3991,APN,4.0,180.0,1
3991,CA1,4.0,180.0,1
3991,CA2,4.0,180.0,0
3991,CA3,4.0,180.0,1
3991,DG,4.0,180.0,0
3991,LGd,4.0,180.0,0
3991,LP,4.0,180.0,0
3991,POL,4.0,180.0,1
3991,ProS,4.0,180.0,1
3991,SUB,4.0,180.0,0
3991,VISal,4.0,180.0,1
3991,VISam,4.0,180.0,0
3991,VISl,4.0,180.0,0
3991,VISmma,4.0,180.0,0
3991,VISp,4.0,180.0,0
3991,VISrl,4.0,180.0,0
3992,APN,2.0,90.0,1
3992,CA1,2.0,90.0,1
3992,CA2,2.0,90.0,1
3992,CA3,2.0,90.0,1
3992,DG,2.0,90.0,1
3992,LGd,2.0,90.0,0
3992,LP,2.0,90.0,0
3992,POL,2.0,90.0,1
3992,ProS,2.0,90.0,1
3992,SUB,2.0,90.0,0
3992,VISal,2.0,90.0,0
3992,VISam,2.0,90.0,1
3992,VISl,2.0,90.0,0
3992,VISmma,2.0,90.0,0
3992,VISp,2.0,90.0,1
3992,VISrl,2.0,90.0,1
3993,APN,4.0,270.0,1
3993,CA1,4.0,270.0,0
3993,CA2,4.0,270.0,0
3993,CA3,4.0,270.0,1
3993,DG,4.0,270.0,0
3993,LGd,4.0,270.0,1
3993,LP,4.0,270.0,1
3993,POL,4.0,270.0,1
3993,ProS,4.0,270.0,1
3993,SUB,4.0,270.0,1
3993,VISal,4.0,270.0,0
3993,VISam,4.0,270.0,1
3993,VISl,4.0,270.0,0
3993,VISmma,4.0,270.0,0
3993,VISp,4.0,270.0,0
3993,VISrl,4.0,270.0,1
3994,APN,15.0,225.0,1
3994,CA1,15.0,225.0,0
3994,CA2,15.0,225.0,0
3994,CA3,15.0,225.0,1
3994,DG,15.0,225.0,1
3994,LGd,15.0,225.0,0
3994,LP,15.0,225.0,0
3994,POL,15.0,225.0,1
3994,ProS,15.0,225.0,1
3994,SUB,15.0,225.0,0
3994,VISal,15.0,225.0,0
3994,VISam,15.0,225.0,0
3994,VISl,15.0,225.0,0
3994,VISmma,15.0,225.0,0
3994,VISp,15.0,225.0,0
3994,VISrl,15.0,225.0,1
3995,APN,15.0,0.0,1
3995,CA1,15.0,0.0,0
3995,CA2,15.0,0.0,1
3995,CA3,15.0,0.0,0
3995,DG,15.0,0.0,0
3995,LGd,15.0,0.0,0
3995,LP,15.0,0.0,1
3995,POL,15.0,0.0,1
3995,ProS,15.0,0.0,1
3995,SUB,15.0,0.0,0
3995,VISal,15.0,0.0,0
3995,VISam,15.0,0.0,0
3995,VISl,15.0,0.0,0
3995,VISmma,15.0,0.0,1
3995,VISp,15.0,0.0,0
3995,VISrl,15.0,0.0,1
3996,APN,4.0,90.0,1
3996,CA1,4.0,90.0,1
3996,CA2,4.0,90.0,1
3996,CA3,4.0,90.0,1
3996,DG,4.0,90.0,1
3996,LGd,4.0,90.0,1
3996,LP,4.0,90.0,1
3996,POL,4.0,90.0,1
3996,ProS,4.0,90.0,1
3996,SUB,4.0,90.0,1
3996,VISal,4.0,90.0,1
3996,VISam,4.0,90.0,1
3996,VISl,4.0,90.0,1
3996,VISmma,4.0,90.0,1
3996,VISp,4.0,90.0,1
3996,VISrl,4.0,90.0,1
3997,APN,15.0,225.0,1
3997,CA1,15.0,225.0,1
3997,CA2,15.0,225.0,1
3997,CA3,15.0,225.0,1
3997,DG,15.0,225.0,1
3997,LGd,15.0,225.0,1
3997,LP,15.0,225.0,1
3997,POL,15.0,225.0,1
3997,ProS,15.0,225.0,1
3997,SUB,15.0,225.0,1
3997,VISal,15.0,225.0,1
3997,VISam,15.0,225.0,1
3997,VISl,15.0,225.0,1
3997,VISmma,15.0,225.0,1
3997,VISp,15.0,225.0,1
3997,VISrl,15.0,225.0,1
31001,APN,2.0,315.0,1
31001,CA1,2.0,315.0,1
31001,CA2,2.0,315.0,1
31001,CA3,2.0,315.0,1
31001,DG,2.0,315.0,1
31001,LGd,2.0,315.0,1
31001,LP,2.0,315.0,1
31001,POL,2.0,315.0,1
31001,ProS,2.0,315.0,1
31001,SUB,2.0,315.0,1
31001,VISal,2.0,315.0,1
31001,VISam,2.0,315.0,1
31001,VISl,2.0,315.0,1
31001,VISmma,2.0,315.0,1
31001,VISp,2.0,315.0,1
31001,VISrl,2.0,315.0,1
31002,APN,1.0,225.0,1
31002,CA1,1.0,225.0,1
31002,CA2,1.0,225.0,1
31002,CA3,1.0,225.0,1
31002,DG,1.0,225.0,1
31002,LGd,1.0,225.0,1
31002,LP,1.0,225.0,1
31002,POL,1.0,225.0,1
31002,ProS,1.0,225.0,1
31002,SUB,1.0,225.0,1
31002,VISal,1.0,225.0,0
31002,VISam,1.0,225.0,1
31002,VISl,1.0,225.0,1
31002,VISmma,1.0,225.0,0
31002,VISp,1.0,225.0,0
31002,VISrl,1.0,225.0,1
31003,APN,1.0,180.0,1
31003,CA1,1.0,180.0,1
31003,CA2,1.0,180.0,1
31003,CA3,1.0,180.0,1
31003,DG,1.0,180.0,0
31003,LGd,1.0,180.0,1
31003,LP,1.0,180.0,1
31003,POL,1.0,180.0,1
31003,ProS,1.0,180.0,1
31003,SUB,1.0,180.0,1
31003,VISal,1.0,180.0,0
31003,VISam,1.0,180.0,1
31003,VISl,1.0,180.0,0
31003,VISmma,1.0,180.0,1
31003,VISp,1.0,180.0,0
31003,VISrl,1.0,180.0,0
31004,APN,8.0,90.0,1
31004,CA1,8.0,90.0,0
31004,CA2,8.0,90.0,0
31004,CA3,8.0,90.0,1
31004,DG,8.0,90.0,0
31004,LGd,8.0,90.0,1
31004,LP,8.0,90.0,1
31004,POL,8.0,90.0,1
31004,ProS,8.0,90.0,1
31004,SUB,8.0,90.0,1
31004,VISal,8.0,90.0,0
31004,VISam,8.0,90.0,1
31004,VISl,8.0,90.0,0
31004,VISmma,8.0,90.0,0
31004,VISp,8.0,90.0,0
31004,VISrl,8.0,90.0,1
31005,APN,8.0,180.0,1
31005,CA1,8.0,180.0,0
31005,CA2,8.0,180.0,1
31005,CA3,8.0,180.0,1
31005,DG,8.0,180.0,0
31005,LGd,8.0,180.0,1
31005,LP,8.0,180.0,1
31005,POL,8.0,180.0,1
31005,ProS,8.0,180.0,1
31005,SUB,8.0,180.0,1
31005,VISal,8.0,180.0,1
31005,VISam,8.0,180.0,1
31005,VISl,8.0,180.0,0
31005,VISmma,8.0,180.0,1
31005,VISp,8.0,180.0,0
31005,VISrl,8.0,180.0,1
31006,APN,8.0,45.0,1
31006,CA1,8.0,45.0,0
31006,CA2,8.0,45.0,1
31006,CA3,8.0,45.0,1
31006,DG,8.0,45.0,0
31006,LGd,8.0,45.0,1
31006,LP,8.0,45.0,0
31006,POL,8.0,45.0,1
31006,ProS,8.0,45.0,1
31006,SUB,8.0,45.0,0
31006,VISal,8.0,45.0,0
31006,VISam,8.0,45.0,1
31006,VISl,8.0,45.0,0
31006,VISmma,8.0,45.0,0
31006,VISp,8.0,45.0,0
31006,VISrl,8.0,45.0,1
31007,APN,1.0,180.0,1
31007,CA1,1.0,180.0,1
31007,CA2,1.0,180.0,1
31007,CA3,1.0,180.0,1
31007,DG,1.0,180.0,0
31007,LGd,1.0,180.0,1
31007,LP,1.0,180.0,0
31007,POL,1.0,180.0,1
31007,ProS,1.0,180.0,1
31007,SUB,1.0,180.0,1
31007,VISal,1.0,180.0,1
31007,VISam,1.0,180.0,1
31007,VISl,1.0,180.0,0
31007,VISmma,1.0,180.0,1
31007,VISp,1.0,180.0,0
31007,VISrl,1.0,180.0,1
31008,APN,2.0,90.0,1
31008,CA1,2.0,90.0,0
31008,CA2,2.0,90.0,0
31008,CA3,2.0,90.0,1
31008,DG,2.0,90.0,1
31008,LGd,2.0,90.0,1
31008,LP,2.0,90.0,0
31008,POL,2.0,90.0,1
31008,ProS,2.0,90.0,1
31008,SUB,2.0,90.0,0
31008,VISal,2.0,90.0,0
31008,VISam,2.0,90.0,1
31008,VISl,2.0,90.0,0
31008,VISmma,2.0,90.0,0
31008,VISp,2.0,90.0,0
31008,VISrl,2.0,90.0,1
31009,APN,2.0,315.0,1
31009,CA1,2.0,315.0,0
31009,CA2,2.0,315.0,1
31009,CA3,2.0,315.0,1
31009,DG,2.0,315.0,0
31009,LGd,2.0,315.0,1
31009,LP,2.0,315.0,1
31009,POL,2.0,315.0,1
31009,ProS,2.0,315.0,1
31009,SUB,2.0,315.0,1
31009,VISal,2.0,315.0,0
31009,VISam,2.0,315.0,1
31009,VISl,2.0,315.0,0
31009,VISmma,2.0,315.0,1
31009,VISp,2.0,315.0,0
31009,VISrl,2.0,315.0,1
31010,APN,2.0,270.0,1
31010,CA1,2.0,270.0,0
31010,CA2,2.0,270.0,1
31010,CA3,2.0,270.0,1
31010,DG,2.0,270.0,0
31010,LGd,2.0,270.0,1
31010,LP,2.0,270.0,1
31010,POL,2.0,270.0,1
31010,ProS,2.0,270.0,1
31010,SUB,2.0,270.0,1
31010,VISal,2.0,270.0,1
31010,VISam,2.0,270.0,1
31010,VISl,2.0,270.0,0
31010,VISmma,2.0,270.0,1
31010,VISp,2.0,270.0,1
31010,VISrl,2.0,270.0,1
31011,APN,8.0,270.0,1
31011,CA1,8.0,270.0,0
31011,CA2,8.0,270.0,1
31011,CA3,8.0,270.0,1
31011,DG,8.0,270.0,0
31011,LGd,8.0,270.0,1
31011,LP,8.0,270.0,1
31011,POL,8.0,270.0,1
31011,ProS,8.0,270.0,1
31011,SUB,8.0,270.0,1
31011,VISal,8.0,270.0,1
31011,VISam,8.0,270.0,1
31011,VISl,8.0,270.0,0
31011,VISmma,8.0,270.0,0
31011,VISp,8.0,270.0,0
31011,VISrl,8.0,270.0,1
31012,APN,8.0,180.0,1
31012,CA1,8.0,180.0,0
31012,CA2,8.0,180.0,0
31012,CA3,8.0,180.0,1
31012,DG,8.0,180.0,1
31012,LGd,8.0,180.0,1
31012,LP,8.0,180.0,0
