stimulus_presentation_id,unit_id,spatial_frequency,temporal_frequency,spikes_per_second
3798,951110067,0.04,15.0,5.994994179860187
3798,951110182,0.04,15.0,1.4987485449650468
3798,951110228,0.04,15.0,3.497079938251776
3798,951110441,0.04,15.0,0.9991656966433645
3798,951110445,0.04,15.0,27.97663950601421
3798,951110451,0.04,15.0,5.994994179860187
3798,951110457,0.04,15.0,5.994994179860187
3798,951110474,0.04,15.0,14.987485449650467
3798,951110484,0.04,15.0,17.48539969125888
3798,951110547,0.04,15.0,57.951610405315144
3798,951110604,0.04,15.0,90.92407839454617
3798,951110609,0.04,15.0,16.985816842937197
3798,951110614,0.04,15.0,37.468713624126174
3798,951110620,0.04,15.0,57.951610405315144
3798,951110633,0.04,15.0,19.98331393286729
3798,951110661,0.04,15.0,5.994994179860187
3798,951110675,0.04,15.0,45.462039197273086
3798,951110743,0.04,15.0,4.9958284832168225
3798,951110751,0.04,15.0,2.4979142416084112
3798,951110765,0.04,15.0,3.497079938251776
3798,951110789,0.04,15.0,5.495411331538505
3798,951110815,0.04,15.0,11.490405511398693
3798,951110833,0.04,15.0,1.4987485449650468
3798,951110858,0.04,15.0,4.9958284832168225
3798,951110878,0.04,15.0,7.493742724825234
3798,951110897,0.04,15.0,21.482062477832336
3798,951110909,0.04,15.0,2.4979142416084112
3798,951110924,0.04,15.0,19.48373108454561
3798,951110956,0.04,15.0,1.4987485449650468
3798,951110979,0.04,15.0,6.49457702818187
3798,951111077,0.04,15.0,11.989988359720375
3798,951111086,0.04,15.0,0.49958284832168226
3798,951111133,0.04,15.0,1.4987485449650468
3798,951111142,0.04,15.0,1.998331393286729
3798,951111271,0.04,15.0,4.49624563489514
3798,951111317,0.04,15.0,3.497079938251776
3798,951111324,0.04,15.0,10.99082266307701
3798,951111383,0.04,15.0,7.993325573146916
3798,951111470,0.04,15.0,8.492908421468599
3798,951111478,0.04,15.0,2.4979142416084112
3798,951111680,0.04,15.0,6.994159876503552
3798,951111734,0.04,15.0,64.44618743349702
3798,951111827,0.04,15.0,5.994994179860187
3798,951111836,0.04,15.0,12.489571208042056
3798,951111875,0.04,15.0,3.497079938251776
3798,951111936,0.04,15.0,5.994994179860187
3798,951111945,0.04,15.0,1.998331393286729
3798,951111958,0.04,15.0,0.9991656966433645
3798,951111965,0.04,15.0,0.49958284832168226
3798,951112059,0.04,15.0,9.492074118111963
3798,951112067,0.04,15.0,24.979142416084112
3798,951112080,0.04,15.0,24.979142416084112
3798,951112116,0.04,15.0,4.9958284832168225
3798,951112147,0.04,15.0,6.994159876503552
3798,951112225,0.04,15.0,39.96662786573458
3798,951112416,0.04,15.0,10.99082266307701
3798,951112431,0.04,15.0,9.492074118111963
3798,951112448,0.04,15.0,20.982479629510657
3798,951112458,0.04,15.0,6.49457702818187
3798,951112464,0.04,15.0,7.493742724825234
3798,951112479,0.04,15.0,19.98331393286729
3798,951112488,0.04,15.0,0.49958284832168226
3798,951112495,0.04,15.0,4.49624563489514
3798,951112573,0.04,15.0,15.986651146293832
3798,951112581,0.04,15.0,3.996662786573458
3798,951112590,0.04,15.0,0.49958284832168226
3798,951112628,0.04,15.0,0.9991656966433645
3798,951112638,0.04,15.0,10.491239814755328
3798,951112670,0.04,15.0,11.490405511398693
3798,951112678,0.04,15.0,0.9991656966433645
3798,951112697,0.04,15.0,1.4987485449650468
3798,951112704,0.04,15.0,1.4987485449650468
3798,951112712,0.04,15.0,71.44034731000056
3798,951112721,0.04,15.0,0.49958284832168226
3798,951112733,0.04,15.0,0.49958284832168226
3798,951112768,0.04,15.0,34.97079938251776
3798,951112780,0.04,15.0,2.4979142416084112
3798,951112786,0.04,15.0,31.473719444265985
3798,951112811,0.04,15.0,1.4987485449650468
3798,951112845,0.04,15.0,1.4987485449650468
3798,951112864,0.04,15.0,0.49958284832168226
3798,951112896,0.04,15.0,0.49958284832168226
3798,951112906,0.04,15.0,2.9974970899300937
3798,951112914,0.04,15.0,5.495411331538505
3798,951112937,0.04,15.0,40.46621071405627
3798,951112945,0.04,15.0,10.99082266307701
3798,951112992,0.04,15.0,18.484565387902244
3798,951112998,0.04,15.0,0.49958284832168226
3798,951113009,0.04,15.0,0.9991656966433645
3798,951113030,0.04,15.0,7.493742724825234
3798,951113039,0.04,15.0,1.4987485449650468
3798,951113056,0.04,15.0,3.996662786573458
3798,951113075,0.04,15.0,18.484565387902244
3798,951113141,0.04,15.0,26.47789096104916
3798,951113175,0.04,15.0,7.993325573146916
3798,951113183,0.04,15.0,7.993325573146916
3798,951113191,0.04,15.0,10.99082266307701
3798,951113199,0.04,15.0,9.492074118111963
3798,951113211,0.04,15.0,17.98498253958056
3798,951113221,0.04,15.0,5.495411331538505
3798,951113240,0.04,15.0,0.9991656966433645
3798,951113255,0.04,15.0,21.482062477832336
3798,951113271,0.04,15.0,117.90155220391702
3798,951113280,0.04,15.0,0.49958284832168226
3798,951113332,0.04,15.0,3.497079938251776
3798,951113385,0.04,15.0,1.998331393286729
3798,951113399,0.04,15.0,1.998331393286729
3798,951113456,0.04,15.0,0.9991656966433645
3798,951113464,0.04,15.0,32.97246798923103
3798,951113472,0.04,15.0,2.9974970899300937
3798,951113514,0.04,15.0,16.486233994615514
3798,951113548,0.04,15.0,0.9991656966433645
3798,951113607,0.04,15.0,0.49958284832168226
3798,951113717,0.04,15.0,35.47038223083944
3798,951113768,0.04,15.0,44.962456348951406
3798,951113775,0.04,15.0,11.989988359720375
3798,951113785,0.04,15.0,4.9958284832168225
3798,951113859,0.04,15.0,0.9991656966433645
3798,951114101,0.04,15.0,0.9991656966433645
3798,951114236,0.04,15.0,0.49958284832168226
3798,951114422,0.04,15.0,27.97663950601421
3798,951114462,0.04,15.0,4.9958284832168225
3798,951114496,0.04,15.0,29.974970899300935
3798,951114505,0.04,15.0,1.4987485449650468
3798,951114520,0.04,15.0,63.94660458517533
3798,951114542,0.04,15.0,11.989988359720375
3798,951114583,0.04,15.0,27.97663950601421
3798,951114629,0.04,15.0,86.42783275965104
3798,951114673,0.04,15.0,5.495411331538505
3798,951114717,0.04,15.0,47.46037059055982
3798,951114735,0.04,15.0,15.986651146293832
3798,951114745,0.04,15.0,35.47038223083944
3798,951114776,0.04,15.0,30.9741365959443
3798,951114812,0.04,15.0,14.987485449650467
3798,951114857,0.04,15.0,12.98915405636374
3798,951114901,0.04,15.0,2.9974970899300937
3798,951114910,0.04,15.0,13.488736904685421
3798,951114916,0.04,15.0,7.993325573146916
3798,951114961,0.04,15.0,2.9974970899300937
3798,951114980,0.04,15.0,15.48706829797215
3798,951115037,0.04,15.0,6.49457702818187
3798,951115079,0.04,15.0,0.49958284832168226
3798,951115133,0.04,15.0,2.9974970899300937
3798,951115162,0.04,15.0,5.495411331538505
3798,951115193,0.04,15.0,10.99082266307701
3798,951115201,0.04,15.0,8.99249126979028
3798,951115211,0.04,15.0,1.998331393286729
3798,951115219,0.04,15.0,3.996662786573458
3798,951115242,0.04,15.0,0.9991656966433645
3798,951115257,0.04,15.0,5.495411331538505
3798,951115268,0.04,15.0,4.9958284832168225
3798,951115276,0.04,15.0,1.998331393286729
3798,951115296,0.04,15.0,0.49958284832168226
3798,951115363,0.04,15.0,7.993325573146916
3798,951115384,0.04,15.0,9.492074118111963
3798,951115396,0.04,15.0,5.495411331538505
3798,951115441,0.04,15.0,1.998331393286729
3798,951115457,0.04,15.0,7.493742724825234
3798,951115497,0.04,15.0,24.479559567762433
3798,951115813,0.04,15.0,4.49624563489514
3798,951115821,0.04,15.0,25.97830811272748
3798,951115837,0.04,15.0,1.998331393286729
3798,951115864,0.04,15.0,0.9991656966433645
3798,951115903,0.04,15.0,6.49457702818187
3798,951115909,0.04,15.0,0.49958284832168226
3798,951115917,0.04,15.0,4.49624563489514
3798,951116003,0.04,15.0,78.9340900348258
3798,951116030,0.04,15.0,0.49958284832168226
