stimulus_presentation_id,unit_id,spatial_frequency,temporal_frequency,spikes_per_second
3798,951116224,0.04,15.0,4.49624563489514
3798,951116248,0.04,15.0,7.993325573146916
3798,951116291,0.04,15.0,3.497079938251776
3798,951116313,0.04,15.0,20.982479629510657
3798,951116318,0.04,15.0,10.491239814755328
3798,951116332,0.04,15.0,15.48706829797215
3798,951116339,0.04,15.0,3.497079938251776
3798,951116356,0.04,15.0,9.991656966433645
3798,951116395,0.04,15.0,7.493742724825234
3798,951116440,0.04,15.0,56.4528618603501
3798,951116459,0.04,15.0,66.44451882678375
3798,951116470,0.04,15.0,1.998331393286729
3798,951116476,0.04,15.0,38.96746216909122
3798,951116494,0.04,15.0,1.4987485449650468
3798,951116531,0.04,15.0,0.49958284832168226
3798,951116574,0.04,15.0,0.9991656966433645
3798,951116580,0.04,15.0,10.99082266307701
3798,951116587,0.04,15.0,29.475388050979255
3798,951116593,0.04,15.0,1.4987485449650468
3798,951116605,0.04,15.0,2.4979142416084112
3798,951116637,0.04,15.0,2.4979142416084112
3798,951116655,0.04,15.0,0.49958284832168226
3798,951116662,0.04,15.0,3.497079938251776
3798,951116677,0.04,15.0,4.49624563489514
3798,951116716,0.04,15.0,31.973302292587665
3798,951116723,0.04,15.0,3.497079938251776
3798,951116730,0.04,15.0,12.489571208042056
3798,951116742,0.04,15.0,18.984148236223927
3798,951116749,0.04,15.0,13.488736904685421
3798,951116761,0.04,15.0,11.490405511398693
3798,951116768,0.04,15.0,29.974970899300935
3798,951116776,0.04,15.0,10.99082266307701
3798,951116783,0.04,15.0,13.488736904685421
3798,951116807,0.04,15.0,1.998331393286729
3798,951116826,0.04,15.0,24.479559567762433
3798,951116831,0.04,15.0,2.9974970899300937
3798,951116874,0.04,15.0,0.9991656966433645
3798,951116881,0.04,15.0,7.993325573146916
3798,951116909,0.04,15.0,0.9991656966433645
3798,951116917,0.04,15.0,0.49958284832168226
3798,951116974,0.04,15.0,12.98915405636374
3798,951116991,0.04,15.0,1.4987485449650468
3798,951117090,0.04,15.0,37.968296472447854
3798,951117121,0.04,15.0,25.97830811272748
3798,951117127,0.04,15.0,40.96579356237795
3798,951117155,0.04,15.0,2.4979142416084112
3798,951117252,0.04,15.0,4.9958284832168225
3798,951117258,0.04,15.0,0.49958284832168226
3798,951117264,0.04,15.0,10.99082266307701
3798,951117297,0.04,15.0,0.49958284832168226
3798,951117365,0.04,15.0,0.9991656966433645
3798,951117389,0.04,15.0,4.9958284832168225
3798,951117418,0.04,15.0,3.996662786573458
3798,951117426,0.04,15.0,0.49958284832168226
3798,951117435,0.04,15.0,0.49958284832168226
3799,951088664,0.04,2.0,11.490348107589174
3799,951088679,0.04,2.0,9.991607050077542
3799,951088721,0.04,2.0,12.989089165100806
3799,951088823,0.04,2.0,2.4979017625193856
3799,951088862,0.04,2.0,33.97146397026364
3799,951088891,0.04,2.0,0.4995803525038771
3799,951088939,0.04,2.0,3.49706246752714
3799,951088948,0.04,2.0,68.94208864553505
3799,951088957,0.04,2.0,2.9974821150232627
3799,951088968,0.04,2.0,51.45677630789935
3799,951089004,0.04,2.0,7.993285640062034
3799,951089020,0.04,2.0,63.94628512049627
3799,951089071,0.04,2.0,6.494544582550403
3799,951089083,0.04,2.0,26.47775868270549
3799,951089095,0.04,2.0,2.9974821150232627
3799,951089130,0.04,2.0,23.480276567682225
3799,951089164,0.04,2.0,44.462651372845066
3799,951089174,0.04,2.0,74.93705287558157
3799,951089184,0.04,2.0,1.4987410575116313
3799,951089195,0.04,2.0,54.95383877542648
3799,951089220,0.04,2.0,0.4995803525038771
3799,951089339,0.04,2.0,17.984892690139578
3799,951089429,0.04,2.0,31.973142560248135
3799,951089459,0.04,2.0,2.9974821150232627
3799,951089488,0.04,2.0,71.93957076055831
3799,951089511,0.04,2.0,0.4995803525038771
3799,951089538,0.04,2.0,89.92446345069789
3799,951089592,0.04,2.0,15.486990927620191
3799,951089614,0.04,2.0,2.9974821150232627
3799,951089704,0.04,2.0,10.990767755085297
3799,951089789,0.04,2.0,1.9983214100155084
3799,951089925,0.04,2.0,9.492026697573666
3799,951090214,0.04,2.0,22.980696215178348
3799,951090343,0.04,2.0,8.49286599256591
3799,951090551,0.04,2.0,4.4962231725348945
3799,951090679,0.04,2.0,2.9974821150232627
3799,951090717,0.04,2.0,0.4995803525038771
3799,951090729,0.04,2.0,4.4962231725348945
3799,951090804,0.04,2.0,1.9983214100155084
3799,951090856,0.04,2.0,3.49706246752714
3799,951090924,0.04,2.0,3.49706246752714
3799,951090982,0.04,2.0,10.491187402581419
3799,951091025,0.04,2.0,2.9974821150232627
3799,951091188,0.04,2.0,18.98405339514733
3799,951091287,0.04,2.0,14.987410575116314
3799,951091304,0.04,2.0,4.995803525038771
3799,951091412,0.04,2.0,6.99412493505428
3799,951091444,0.04,2.0,7.493705287558157
3799,951091475,0.04,2.0,2.9974821150232627
3799,951091492,0.04,2.0,13.488669517604682
3799,951091758,0.04,2.0,3.996642820031017
3799,951091785,0.04,2.0,16.486151632627944
3799,951091890,0.04,2.0,0.9991607050077542
3799,951091914,0.04,2.0,2.4979017625193856
3799,951092050,0.04,2.0,27.97649974021712
3799,951092075,0.04,2.0,6.99412493505428
3799,951092303,0.04,2.0,15.986571280124068
3799,951092369,0.04,2.0,6.494544582550403
3799,951092398,0.04,2.0,2.9974821150232627
3799,951092410,0.04,2.0,2.9974821150232627
3799,951092437,0.04,2.0,24.97901762519386
3799,951092450,0.04,2.0,23.9798569201861
3799,951092475,0.04,2.0,4.995803525038771
3799,951092488,0.04,2.0,7.493705287558157
3799,951092539,0.04,2.0,6.494544582550403
3799,951092594,0.04,2.0,31.973142560248135
3799,951092617,0.04,2.0,2.9974821150232627
3799,951092673,0.04,2.0,1.9983214100155084
3799,951092707,0.04,2.0,1.4987410575116313
3799,951092798,0.04,2.0,5.495383877542649
3799,951092890,0.04,2.0,15.986571280124068
3799,951092912,0.04,2.0,1.4987410575116313
3799,951092924,0.04,2.0,13.488669517604682
3799,951092940,0.04,2.0,37.96810679029466
3799,951092949,0.04,2.0,0.4995803525038771
3799,951092961,0.04,2.0,15.986571280124068
3799,951092973,0.04,2.0,32.47272291275201
3799,951092983,0.04,2.0,14.487830222612438
3799,951093048,0.04,2.0,12.989089165100806
3799,951093069,0.04,2.0,14.987410575116314
3799,951093080,0.04,2.0,35.47020502777528
3799,951093125,0.04,2.0,16.98573198513182
3799,951093223,0.04,2.0,1.4987410575116313
3799,951093283,0.04,2.0,27.97649974021712
3799,951093302,0.04,2.0,4.995803525038771
3799,951093416,0.04,2.0,5.994964230046525
3799,951093525,0.04,2.0,8.992446345069789
3799,951093565,0.04,2.0,9.492026697573666
3799,951093595,0.04,2.0,1.4987410575116313
3799,951093608,0.04,2.0,17.984892690139578
3799,951093662,0.04,2.0,0.4995803525038771
3799,951093688,0.04,2.0,3.996642820031017
3799,951093712,0.04,2.0,5.994964230046525
3799,951093725,0.04,2.0,3.49706246752714
3799,951093749,0.04,2.0,0.4995803525038771
3799,951093762,0.04,2.0,5.495383877542649
3799,951093795,0.04,2.0,4.4962231725348945
3799,951093810,0.04,2.0,0.4995803525038771
3799,951093821,0.04,2.0,30.973981855240382
3799,951093846,0.04,2.0,15.986571280124068
3799,951093892,0.04,2.0,0.9991607050077542
3799,951093928,0.04,2.0,1.4987410575116313
3799,951094009,0.04,2.0,13.98824987010856
3799,951094036,0.04,2.0,2.9974821150232627
3799,951094050,0.04,2.0,0.9991607050077542
3799,951094081,0.04,2.0,11.98992846009305
3799,951094230,0.04,2.0,0.4995803525038771
3799,951094300,0.04,2.0,0.9991607050077542
3799,951094440,0.04,2.0,1.4987410575116313
3799,951094453,0.04,2.0,1.9983214100155084
3799,951094467,0.04,2.0,0.9991607050077542
3799,951094516,0.04,2.0,4.995803525038771
3799,951094603,0.04,2.0,12.48950881259693
3799,951094616,0.04,2.0,0.9991607050077542
3799,951094654,0.04,2.0,1.4987410575116313
3799,951094709,0.04,2.0,8.49286599256591
3799,951094783,0.04,2.0,0.4995803525038771
3799,951094932,0.04,2.0,11.98992846009305
3799,951094944,0.04,2.0,13.488669517604682
3799,951094979,0.04,2.0,0.9991607050077542
3799,951095014,0.04,2.0,7.493705287558157
3799,951095040,0.04,2.0,5.495383877542649
3799,951095054,0.04,2.0,23.9798569201861
3799,951095069,0.04,2.0,3.996642820031017
3799,951095097,0.04,2.0,1.4987410575116313
3799,951095114,0.04,2.0,1.4987410575116313
3799,951095256,0.04,2.0,0.9991607050077542
3799,951095315,0.04,2.0,0.9991607050077542
3799,951095328,0.04,2.0,8.992446345069789
3799,951095360,0.04,2.0,17.4853123376357
3799,951095385,0.04,2.0,7.993285640062034
3799,951095411,0.04,2.0,5.495383877542649
3799,951095428,0.04,2.0,9.991607050077542
3799,951095468,0.04,2.0,3.996642820031017
3799,951095508,0.04,2.0,25.478597977697735
3799,951095537,0.04,2.0,9.492026697573666
3799,951095747,0.04,2.0,0.4995803525038771
3799,951095759,0.04,2.0,1.9983214100155084
3799,951095875,0.04,2.0,5.495383877542649
3799,951095898,0.04,2.0,2.9974821150232627
3799,951095949,0.04,2.0,11.490348107589174
3799,951096020,0.04,2.0,19.483633747651208
3799,951096055,0.04,2.0,6.494544582550403
3799,951096158,0.04,2.0,20.48279445265896
3799,951096171,0.04,2.0,71.43999040805443
3799,951096210,0.04,2.0,12.989089165100806
3799,951096223,0.04,2.0,21.481955157666718
3799,951096645,0.04,2.0,1.9983214100155084
3799,951096837,0.04,2.0,5.994964230046525
3799,951096869,0.04,2.0,3.49706246752714
3799,951096888,0.04,2.0,18.98405339514733
3799,951096903,0.04,2.0,15.986571280124068
3799,951096918,0.04,2.0,13.488669517604682
3799,951096947,0.04,2.0,2.4979017625193856
3799,951097155,0.04,2.0,0.9991607050077542
3799,951097181,0.04,2.0,2.4979017625193856
3799,951097314,0.04,2.0,3.996642820031017
3799,951097326,0.04,2.0,0.4995803525038771
3799,951097339,0.04,2.0,29.475240797728752
3799,951097368,0.04,2.0,21.481955157666718
3799,951097439,0.04,2.0,1.9983214100155084
3799,951097452,0.04,2.0,4.4962231725348945
3799,951097492,0.04,2.0,0.4995803525038771
3799,951097530,0.04,2.0,13.98824987010856
3799,951097547,0.04,2.0,57.95132089044975
3799,951097561,0.04,2.0,0.4995803525038771
3799,951097603,0.04,2.0,10.990767755085297
3799,951097653,0.04,2.0,0.4995803525038771
3799,951097682,0.04,2.0,5.495383877542649
3799,951097708,0.04,2.0,1.9983214100155084
3799,951097722,0.04,2.0,1.4987410575116313
3799,951097748,0.04,2.0,3.49706246752714
3799,951097772,0.04,2.0,16.98573198513182
3799,951097857,0.04,2.0,23.9798569201861
3799,951097869,0.04,2.0,20.982374805162838
3799,951097919,0.04,2.0,3.996642820031017
3799,951097934,0.04,2.0,9.492026697573666
3799,951097947,0.04,2.0,12.48950881259693
3799,951098021,0.04,2.0,1.4987410575116313
3799,951098075,0.04,2.0,2.9974821150232627
3799,951098105,0.04,2.0,18.98405339514733
3799,951098195,0.04,2.0,0.4995803525038771
3799,951098229,0.04,2.0,1.9983214100155084
3799,951098242,0.04,2.0,29.97482115023263
3799,951098265,0.04,2.0,0.9991607050077542
3799,951098292,0.04,2.0,0.4995803525038771
3799,951098332,0.04,2.0,0.9991607050077542
3799,951098346,0.04,2.0,0.4995803525038771
3799,951098360,0.04,2.0,0.9991607050077542
3799,951098384,0.04,2.0,0.9991607050077542
3799,951098447,0.04,2.0,6.99412493505428
3799,951098461,0.04,2.0,11.98992846009305
3799,951098487,0.04,2.0,0.9991607050077542
3799,951098546,0.04,2.0,1.4987410575116313
3799,951098560,0.04,2.0,9.991607050077542
3799,951098658,0.04,2.0,2.9974821150232627
3799,951098773,0.04,2.0,17.984892690139578
3799,951098807,0.04,2.0,13.98824987010856
3799,951098871,0.04,2.0,0.9991607050077542
3799,951098928,0.04,2.0,27.47691938771324
3799,951099033,0.04,2.0,8.49286599256591
3799,951099043,0.04,2.0,4.4962231725348945
3799,951099055,0.04,2.0,13.488669517604682
3799,951099068,0.04,2.0,11.490348107589174
3799,951099081,0.04,2.0,2.4979017625193856
3799,951099104,0.04,2.0,6.494544582550403
3799,951099272,0.04,2.0,0.4995803525038771
3799,951099306,0.04,2.0,30.973981855240382
3799,951099320,0.04,2.0,0.4995803525038771
3799,951099448,0.04,2.0,0.9991607050077542
3799,951099491,0.04,2.0,4.4962231725348945
3799,951100116,0.04,2.0,28.975660445224875
3799,951100127,0.04,2.0,19.483633747651208
3799,951100260,0.04,2.0,1.4987410575116313
3799,951100316,0.04,2.0,28.476080092720995
3799,951100328,0.04,2.0,2.4979017625193856
3799,951100360,0.04,2.0,0.9991607050077542
3799,951100405,0.04,2.0,21.981535510170595
3799,951100426,0.04,2.0,9.991607050077542
3799,951100942,0.04,2.0,2.4979017625193856
3799,951101013,0.04,2.0,0.4995803525038771
3799,951101045,0.04,2.0,1.9983214100155084
3799,951101058,0.04,2.0,22.980696215178348
3799,951101069,0.04,2.0,11.490348107589174
3799,951101081,0.04,2.0,2.9974821150232627
3799,951101162,0.04,2.0,0.9991607050077542
3799,951101184,0.04,2.0,10.990767755085297
3799,951101215,0.04,2.0,3.996642820031017
3799,951101246,0.04,2.0,3.49706246752714
3799,951101271,0.04,2.0,5.994964230046525
3799,951101284,0.04,2.0,1.9983214100155084
3799,951101299,0.04,2.0,11.490348107589174
3799,951101313,0.04,2.0,16.486151632627944
3799,951101328,0.04,2.0,19.983214100155084
3799,951101343,0.04,2.0,11.98992846009305
3799,951101374,0.04,2.0,5.994964230046525
3799,951101405,0.04,2.0,8.992446345069789
3799,951101446,0.04,2.0,13.98824987010856
3799,951101472,0.04,2.0,32.97230326525589
3799,951101486,0.04,2.0,0.4995803525038771
3799,951101511,0.04,2.0,15.986571280124068
3799,951101525,0.04,2.0,9.991607050077542
3799,951101551,0.04,2.0,0.9991607050077542
3799,951101577,0.04,2.0,11.98992846009305
3799,951101590,0.04,2.0,5.495383877542649
3799,951101620,0.04,2.0,18.98405339514733
3799,951101678,0.04,2.0,7.493705287558157
3799,951101752,0.04,2.0,1.4987410575116313
3799,951101771,0.04,2.0,9.492026697573666
3799,951101798,0.04,2.0,6.494544582550403
3799,951101825,0.04,2.0,18.484473042643454
3799,951101884,0.04,2.0,4.4962231725348945
3799,951101931,0.04,2.0,5.994964230046525
3799,951101958,0.04,2.0,9.991607050077542
3799,951101971,0.04,2.0,25.97817833020161
3799,951101983,0.04,2.0,70.44082970304667
3799,951102008,0.04,2.0,1.9983214100155084
3799,951102034,0.04,2.0,30.474401502736505
3799,951102049,0.04,2.0,12.989089165100806
3799,951102092,0.04,2.0,8.992446345069789
3799,951102109,0.04,2.0,2.4979017625193856
3799,951102121,0.04,2.0,8.49286599256591
3799,951102152,0.04,2.0,10.491187402581419
3799,951102169,0.04,2.0,3.49706246752714
3799,951102180,0.04,2.0,1.4987410575116313
3799,951102192,0.04,2.0,0.4995803525038771
3799,951102207,0.04,2.0,12.48950881259693
3799,951102235,0.04,2.0,27.97649974021712
3799,951102247,0.04,2.0,22.980696215178348
3799,951102261,0.04,2.0,0.4995803525038771
3799,951102277,0.04,2.0,7.993285640062034
3799,951102290,0.04,2.0,26.977339035209365
3799,951102411,0.04,2.0,0.4995803525038771
3799,951102534,0.04,2.0,0.4995803525038771
3799,951102555,0.04,2.0,4.4962231725348945
3799,951102601,0.04,2.0,2.9974821150232627
3799,951102623,0.04,2.0,5.495383877542649
3799,951102646,0.04,2.0,8.992446345069789
3799,951102686,0.04,2.0,33.97146397026364
3799,951102820,0.04,2.0,3.49706246752714
3799,951102834,0.04,2.0,5.495383877542649
3799,951102846,0.04,2.0,5.994964230046525
3799,951102860,0.04,2.0,0.9991607050077542
3799,951102934,0.04,2.0,8.992446345069789
3799,951102962,0.04,2.0,9.492026697573666
3799,951102976,0.04,2.0,0.9991607050077542
3799,951103019,0.04,2.0,3.996642820031017
3799,951103080,0.04,2.0,0.9991607050077542
3799,951103163,0.04,2.0,5.495383877542649
3799,951103238,0.04,2.0,20.982374805162838
3799,951103262,0.04,2.0,21.981535510170595
3799,951103290,0.04,2.0,14.987410575116314
3799,951103332,0.04,2.0,72.93873146556606
3799,951103361,0.04,2.0,22.980696215178348
3799,951103380,0.04,2.0,6.494544582550403
3799,951103455,0.04,2.0,2.9974821150232627
3799,951103488,0.04,2.0,12.48950881259693
3799,951103498,0.04,2.0,14.987410575116314
3799,951103508,0.04,2.0,24.479437272689978
3799,951103518,0.04,2.0,7.493705287558157
3799,951103530,0.04,2.0,14.987410575116314
3799,951103553,0.04,2.0,16.98573198513182
3799,951103566,0.04,2.0,1.4987410575116313
3799,951103624,0.04,2.0,3.49706246752714
3799,951103632,0.04,2.0,42.46432996282956
3799,951103652,0.04,2.0,23.9798569201861
3799,951103671,0.04,2.0,0.9991607050077542
3799,951103691,0.04,2.0,2.9974821150232627
3799,951103704,0.04,2.0,11.98992846009305
3799,951103735,0.04,2.0,0.4995803525038771
3799,951103757,0.04,2.0,3.996642820031017
3799,951103768,0.04,2.0,3.996642820031017
3799,951103779,0.04,2.0,4.4962231725348945
3799,951103799,0.04,2.0,1.9983214100155084
3799,951103854,0.04,2.0,0.9991607050077542
3799,951103877,0.04,2.0,9.492026697573666
3799,951103889,0.04,2.0,0.9991607050077542
3799,951103918,0.04,2.0,1.4987410575116313
3799,951103948,0.04,2.0,1.4987410575116313
3799,951103958,0.04,2.0,23.480276567682225
3799,951104031,0.04,2.0,8.992446345069789
3799,951104064,0.04,2.0,12.989089165100806
3799,951104075,0.04,2.0,0.9991607050077542
3799,951104086,0.04,2.0,0.4995803525038771
3799,951104138,0.04,2.0,1.9983214100155084
3799,951104192,0.04,2.0,37.96810679029466
3799,951104239,0.04,2.0,0.4995803525038771
3799,951104296,0.04,2.0,0.9991607050077542
3799,951104410,0.04,2.0,6.99412493505428
3799,951104488,0.04,2.0,4.4962231725348945
3799,951104510,0.04,2.0,26.47775868270549
3799,951104532,0.04,2.0,1.9983214100155084
3799,951104544,0.04,2.0,18.484473042643454
3799,951104555,0.04,2.0,0.4995803525038771
3799,951104695,0.04,2.0,0.9991607050077542
3799,951104719,0.04,2.0,0.4995803525038771
3799,951104746,0.04,2.0,6.494544582550403
3799,951104832,0.04,2.0,5.994964230046525
3799,951104990,0.04,2.0,11.98992846009305
3799,951105112,0.04,2.0,2.9974821150232627
3799,951105202,0.04,2.0,7.493705287558157
3799,951105218,0.04,2.0,2.4979017625193856
3799,951105266,0.04,2.0,5.495383877542649
3799,951105306,0.04,2.0,1.4987410575116313
3799,951105319,0.04,2.0,0.4995803525038771
3799,951105349,0.04,2.0,2.9974821150232627
3799,951105377,0.04,2.0,0.4995803525038771
3799,951105558,0.04,2.0,1.9983214100155084
3799,951105604,0.04,2.0,0.4995803525038771
3799,951105844,0.04,2.0,18.484473042643454
3799,951106047,0.04,2.0,11.98992846009305
3799,951106071,0.04,2.0,9.991607050077542
3799,951106105,0.04,2.0,11.490348107589174
3799,951106126,0.04,2.0,24.97901762519386
3799,951106229,0.04,2.0,4.995803525038771
3799,951106278,0.04,2.0,0.4995803525038771
3799,951106376,0.04,2.0,5.495383877542649
3799,951106458,0.04,2.0,5.994964230046525
3799,951106476,0.04,2.0,2.4979017625193856
3799,951106493,0.04,2.0,8.992446345069789
3799,951106527,0.04,2.0,23.480276567682225
3799,951106541,0.04,2.0,2.4979017625193856
3799,951106581,0.04,2.0,10.990767755085297
3799,951106592,0.04,2.0,19.983214100155084
3799,951106670,0.04,2.0,2.9974821150232627
3799,951106677,0.04,2.0,10.491187402581419
3799,951106725,0.04,2.0,75.43663322808544
3799,951106759,0.04,2.0,26.977339035209365
3799,951106860,0.04,2.0,0.9991607050077542
3799,951106869,0.04,2.0,5.994964230046525
3799,951106891,0.04,2.0,42.963910315333436
3799,951106922,0.04,2.0,5.495383877542649
3799,951106985,0.04,2.0,4.995803525038771
3799,951107136,0.04,2.0,0.4995803525038771
3799,951107200,0.04,2.0,32.97230326525589
3799,951107257,0.04,2.0,0.4995803525038771
3799,951107266,0.04,2.0,45.46181207785282
3799,951107278,0.04,2.0,4.4962231725348945
3799,951107462,0.04,2.0,17.4853123376357
3799,951107474,0.04,2.0,52.95551736541098
3799,951107563,0.04,2.0,1.4987410575116313
3799,951107585,0.04,2.0,0.4995803525038771
3799,951107606,0.04,2.0,13.488669517604682
3799,951107634,0.04,2.0,0.4995803525038771
3799,951107801,0.04,2.0,6.494544582550403
3799,951107814,0.04,2.0,15.986571280124068
3799,951108120,0.04,2.0,42.46432996282956
3799,951108131,0.04,2.0,19.483633747651208
3799,951108157,0.04,2.0,27.47691938771324
3799,951108287,0.04,2.0,3.996642820031017
3799,951108486,0.04,2.0,0.4995803525038771
3799,951108494,0.04,2.0,2.4979017625193856
3799,951108540,0.04,2.0,6.494544582550403
3799,951108557,0.04,2.0,26.47775868270549
3799,951108607,0.04,2.0,3.996642820031017
3799,951108633,0.04,2.0,12.48950881259693
3799,951108685,0.04,2.0,11.490348107589174
3799,951108721,0.04,2.0,13.488669517604682
3799,951108746,0.04,2.0,0.4995803525038771
3799,951108755,0.04,2.0,0.4995803525038771
3799,951108850,0.04,2.0,1.4987410575116313
3799,951108877,0.04,2.0,33.97146397026364
3799,951108901,0.04,2.0,15.486990927620191
3799,951108911,0.04,2.0,52.95551736541098
3799,951108928,0.04,2.0,2.4979017625193856
3799,951108972,0.04,2.0,0.9991607050077542
3799,951108996,0.04,2.0,1.9983214100155084
3799,951109006,0.04,2.0,7.493705287558157
3799,951109053,0.04,2.0,2.4979017625193856
3799,951109061,0.04,2.0,7.493705287558157
3799,951109103,0.04,2.0,12.989089165100806
3799,951109118,0.04,2.0,1.4987410575116313
3799,951109137,0.04,2.0,0.4995803525038771
3799,951109184,0.04,2.0,2.9974821150232627
3799,951109191,0.04,2.0,6.99412493505428
3799,951109213,0.04,2.0,36.96894608528691
3799,951109223,0.04,2.0,4.995803525038771
3799,951109242,0.04,2.0,4.4962231725348945
3799,951109282,0.04,2.0,12.48950881259693
3799,951109291,0.04,2.0,2.9974821150232627
3799,951109299,0.04,2.0,19.983214100155084
3799,951109307,0.04,2.0,29.475240797728752
3799,951109319,0.04,2.0,42.963910315333436
3799,951109338,0.04,2.0,12.48950881259693
3799,951109357,0.04,2.0,13.98824987010856
3799,951109399,0.04,2.0,26.977339035209365
3799,951109410,0.04,2.0,4.995803525038771
3799,951109423,0.04,2.0,28.975660445224875
3799,951109435,0.04,2.0,21.481955157666718
3799,951109447,0.04,2.0,5.495383877542649
3799,951109456,0.04,2.0,7.993285640062034
3799,951109469,0.04,2.0,14.487830222612438
3799,951109506,0.04,2.0,2.4979017625193856
3799,951109518,0.04,2.0,0.4995803525038771
3799,951109572,0.04,2.0,26.977339035209365
3799,951109586,0.04,2.0,3.996642820031017
3799,951109594,0.04,2.0,18.484473042643454
3799,951109682,0.04,2.0,0.9991607050077542
3799,951109702,0.04,2.0,13.488669517604682
3799,951109787,0.04,2.0,5.495383877542649
3799,951110003,0.04,2.0,6.494544582550403
3799,951110032,0.04,2.0,1.4987410575116313
3799,951110056,0.04,2.0,0.4995803525038771
3799,951110067,0.04,2.0,4.995803525038771
3799,951110080,0.04,2.0,2.4979017625193856
3799,951110094,0.04,2.0,6.99412493505428
3799,951110228,0.04,2.0,1.9983214100155084
3799,951110411,0.04,2.0,2.4979017625193856
3799,951110441,0.04,2.0,5.994964230046525
3799,951110445,0.04,2.0,22.48111586267447
3799,951110451,0.04,2.0,14.487830222612438
3799,951110457,0.04,2.0,2.4979017625193856
3799,951110474,0.04,2.0,5.994964230046525
3799,951110484,0.04,2.0,21.481955157666718
3799,951110547,0.04,2.0,56.95216018544199
3799,951110604,0.04,2.0,103.41313296830256
3799,951110609,0.04,2.0,24.479437272689978
3799,951110614,0.04,2.0,88.92530274569013
3799,951110620,0.04,2.0,76.93537428559708
3799,951110633,0.04,2.0,20.48279445265896
3799,951110661,0.04,2.0,18.484473042643454
3799,951110675,0.04,2.0,53.45509771791485
3799,951110743,0.04,2.0,11.490348107589174
3799,951110751,0.04,2.0,2.9974821150232627
3799,951110765,0.04,2.0,7.493705287558157
3799,951110789,0.04,2.0,1.9983214100155084
3799,951110815,0.04,2.0,20.982374805162838
3799,951110833,0.04,2.0,0.4995803525038771
3799,951110858,0.04,2.0,2.4979017625193856
3799,951110878,0.04,2.0,34.9706246752714
3799,951110897,0.04,2.0,26.47775868270549
3799,951110909,0.04,2.0,1.9983214100155084
3799,951110924,0.04,2.0,14.987410575116314
3799,951110932,0.04,2.0,2.4979017625193856
3799,951110956,0.04,2.0,2.4979017625193856
3799,951110979,0.04,2.0,13.98824987010856
3799,951111077,0.04,2.0,18.484473042643454
3799,951111133,0.04,2.0,1.9983214100155084
3799,951111271,0.04,2.0,7.493705287558157
3799,951111317,0.04,2.0,2.4979017625193856
3799,951111324,0.04,2.0,8.992446345069789
3799,951111383,0.04,2.0,4.4962231725348945
3799,951111470,0.04,2.0,10.491187402581419
3799,951111478,0.04,2.0,1.9983214100155084
3799,951111680,0.04,2.0,5.495383877542649
3799,951111708,0.04,2.0,0.4995803525038771
3799,951111734,0.04,2.0,50.45761560289159
3799,951111827,0.04,2.0,4.995803525038771
3799,951111836,0.04,2.0,2.4979017625193856
3799,951111883,0.04,2.0,0.4995803525038771
3799,951111936,0.04,2.0,6.99412493505428
3799,951111958,0.04,2.0,0.4995803525038771
3799,951111965,0.04,2.0,5.495383877542649
3799,951112059,0.04,2.0,23.9798569201861
3799,951112067,0.04,2.0,7.493705287558157
3799,951112080,0.04,2.0,18.484473042643454
3799,951112108,0.04,2.0,0.4995803525038771
3799,951112116,0.04,2.0,10.491187402581419
3799,951112147,0.04,2.0,9.991607050077542
3799,951112225,0.04,2.0,46.96055313536445
3799,951112416,0.04,2.0,18.98405339514733
3799,951112431,0.04,2.0,3.49706246752714
3799,951112448,0.04,2.0,13.488669517604682
3799,951112458,0.04,2.0,6.494544582550403
3799,951112464,0.04,2.0,9.991607050077542
3799,951112479,0.04,2.0,10.491187402581419
3799,951112488,0.04,2.0,1.4987410575116313
3799,951112495,0.04,2.0,6.99412493505428
3799,951112573,0.04,2.0,7.993285640062034
3799,951112581,0.04,2.0,7.993285640062034
3799,951112590,0.04,2.0,0.4995803525038771
3799,951112628,0.04,2.0,1.9983214100155084
3799,951112646,0.04,2.0,0.4995803525038771
3799,951112670,0.04,2.0,10.990767755085297
3799,951112697,0.04,2.0,5.994964230046525
3799,951112704,0.04,2.0,0.9991607050077542
3799,951112712,0.04,2.0,57.95132089044975
3799,951112768,0.04,2.0,27.97649974021712
3799,951112780,0.04,2.0,2.9974821150232627
3799,951112786,0.04,2.0,25.478597977697735
3799,951112845,0.04,2.0,3.996642820031017
3799,951112864,0.04,2.0,0.4995803525038771
3799,951112896,0.04,2.0,4.4962231725348945
3799,951112906,0.04,2.0,3.996642820031017
3799,951112914,0.04,2.0,4.995803525038771
3799,951112937,0.04,2.0,36.96894608528691
3799,951112945,0.04,2.0,1.4987410575116313
3799,951112955,0.04,2.0,0.9991607050077542
3799,951112981,0.04,2.0,0.4995803525038771
3799,951112992,0.04,2.0,5.994964230046525
3799,951113009,0.04,2.0,8.49286599256591
3799,951113030,0.04,2.0,6.494544582550403
3799,951113039,0.04,2.0,0.4995803525038771
3799,951113056,0.04,2.0,1.4987410575116313
3799,951113075,0.04,2.0,7.993285640062034
3799,951113141,0.04,2.0,28.975660445224875
3799,951113175,0.04,2.0,3.49706246752714
3799,951113183,0.04,2.0,6.494544582550403
3799,951113191,0.04,2.0,1.9983214100155084
3799,951113199,0.04,2.0,12.989089165100806
3799,951113211,0.04,2.0,16.98573198513182
3799,951113221,0.04,2.0,0.4995803525038771
